Descriptores,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<R>,2019<R>
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Jalisco<C1>,6.878293057848,6.872148189623,6.870405733543,6.854361748043,6.851683310221,6.859147414022,6.857204350857,6.859121611132,6.857117655508,6.840875189839,6.820155636082,6.785133738698,6.758659608325,6.72998534959,6.650770206436,6.504449749972,6.434835553484,6.464442860307,6.589353645075,6.670617794777,6.649234215709,6.541540843535,6.484695515326,6.329729006371,6.277357641277,6.309157629665,6.359811359402,6.405991979407,6.377761427391,6.376642886156,6.447505603614,6.407374888467,6.449915633395,6.511560194445,6.642473898708,6.66419754676,6.766531097042,6.789549785743,6.824800650244,6.89055239396
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|México<C1>,8.522299590962,8.489247500462,8.483618752575,8.50235139421,8.472705635256,8.426758760051,8.415196785551,8.378335898041,8.357599476215,8.348874273182,8.328350721484,8.329794516203,8.319400710847,8.332228548069,8.254525274711,8.124176248842,8.275936923884,8.400812579658,8.389798572704,8.469121023814,8.526287995024,8.610474681294,8.471477284588,8.347757081237,8.228231922123,8.236437681111,8.259782165073,8.310788890746,8.318854382263,8.343217191926,8.547794308465,8.627761129385,8.683787573459,8.727145726156,8.727691381009,8.716734774944,8.74702218231,8.984091740519,9.084872023008,8.928412391977
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,2.311128903663,2.263322201808,2.291194535536,2.361642412335,2.359733496046,2.376196399646,2.444655416013,2.45569898429,2.469200557096,2.454295476891,2.427893751101,2.405066052894,2.373010212857,2.304827625055,2.346785809552,2.446142010686,2.389542925527,2.476951660845,2.373991495723,2.45081892985,2.374018763378,2.328280035616,2.301660094731,2.344659928732,2.306557788537,2.292723791287,2.300212468787,2.302943030084,2.323568486917,2.322613846644,2.297645305082,2.307611976429,2.281320443393,2.297990941612,2.362928447754,2.328419887762,2.367795022472,2.393890073905,2.397342689472,2.405082518298
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Morelos<C1>,1.28798448624,1.270606012059,1.270577988215,1.276363171316,1.273724440608,1.278412943988,1.291475027151,1.296892113963,1.30254391308,1.300053138816,1.294797677576,1.284544082513,1.277254997583,1.289306520676,1.261430070607,1.189217407659,1.186490637481,1.184272906372,1.218058013351,1.245318596457,1.206394837192,1.253831044952,1.221560296131,1.258495983884,1.223957578546,1.283211267187,1.207186687742,1.187876019088,1.178055781348,1.233452529848,1.219199986878,1.174243589515,1.13873321344,1.164294375492,1.155540080626,1.130754092209,1.144775516144,1.172768262045,1.137299839698,1.138003829832
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nayarit<C1>,0.720551666678,0.713421707353,0.716239547095,0.730650074184,0.727866930145,0.7273312721,0.736049914014,0.735128564784,0.734153704556,0.732293975626,0.735049093905,0.73931276894,0.745506538607,0.748467235766,0.738008115521,0.690844837248,0.662902928292,0.6304709337,0.650991948127,0.652508090771,0.631181044237,0.653045175656,0.637583190468,0.605976262279,0.66570764197,0.676294036182,0.661568862651,0.643133790575,0.682458869603,0.681673273669,0.681322492983,0.676966502619,0.653232239357,0.662468691605,0.678319921121,0.687979697027,0.703505897513,0.698219533258,0.681533182394,0.68447464997
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nuevo León<C1>,5.178668577114,5.262216355779,5.277789787954,5.244515906804,5.289343316063,5.312591708894,5.282854428217,5.308544584349,5.33124152428,5.37444549359,5.419565832081,5.459485509847,5.505882663296,5.57330251371,5.63097192591,5.580353251899,5.562649627908,5.679086726389,5.807810015291,5.986828957452,6.080774666229,6.087590877833,6.23844313021,6.400842400909,6.511852909902,6.633632280912,6.796438410304,7.047872906336,7.084524130579,6.980419083921,7.142946201627,7.191630112664,7.218056547459,7.191889238268,7.226969976162,7.407273547291,7.405533314023,7.53931604301,7.644482024549,7.773655873094
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Oaxaca<C1>,1.901150384696,1.847112545869,1.851054404567,1.894735059671,1.875922472438,1.870469684358,1.90678926879,1.898465574963,1.891217785959,1.867939640275,1.845121115163,1.826418617939,1.810627363324,1.799374089329,1.852049127672,1.809390776319,1.759417937995,1.678957540044,1.635779046101,1.636734273966,1.6124435072,1.630357240672,1.63522600486,1.616070042244,1.614912600529,1.600851583642,1.564981476177,1.542080851035,1.573544516697,1.6449421711,1.589205522864,1.579450460842,1.553238851447,1.569532332051,1.557457201701,1.571906668867,1.510846923878,1.445593629184,1.473004459223,1.429676299438
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Puebla<C1>,2.888516454386,2.872962543142,2.875519258327,2.865731924747,2.872316709226,2.894523053335,2.905051155766,2.926071882748,2.941470472001,2.940225107577,2.933980356298,2.899029802961,2.871409410567,2.861741354416,2.871721003895,2.79960963368,2.873768262606,2.926493618612,3.005494668499,3.161216347777,3.115107712493,3.175485613894,3.118553748596,3.152352441375,3.110241911961,3.207882948431,3.210028602711,3.267879557853,3.256109114879,3.169411928358,3.274489411458,3.316482721339,3.397228384931,3.31949852547,3.275007789845,3.260695119833,3.269880422936,3.399231121928,3.411302533499,3.374780293963
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Querétaro<C1>,1.354190167623,1.390261299563,1.386688775304,1.345623991195,1.361857853502,1.376541340245,1.348708096812,1.361101775241,1.367270444133,1.380379743251,1.404424178129,1.422341035583,1.459226822787,1.483893528163,1.521080834712,1.520421280397,1.570222721937,1.647829137656,1.718157437325,1.728749649024,1.718078392737,1.718763106832,1.712298985786,1.688868039286,1.746400565423,1.822866795524,1.855151474628,1.905522698001,1.932605072778,1.980514104658,2.002474538917,2.076293702064,2.062695394135,2.045627466704,2.132713567813,2.185957363671,2.225507106024,2.279943188545,2.297828652531,2.281635847479
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,0.907166575345,0.902644234669,0.897679908733,0.903509141378,0.901481545772,0.896850236646,0.907380874512,0.912512285571,0.924583258287,0.939186715378,0.950594789295,0.969607177482,0.991791583034,1.012945872791,1.003613579691,1.024411541745,1.05061251744,1.080090032834,1.103412015668,1.073198886031,1.06113233304,1.120509724445,1.11886604069,1.148433890858,1.202554291824,1.226289141661,1.25159514072,1.353292408316,1.409581418326,1.360377381458,1.359694678139,1.385161779897,1.397900172049,1.440121087614,1.451733854551,1.47219619982,1.53980169751,1.570771613282,1.618717404443,1.642752109675
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,1.752347350742,1.755538046063,1.75031828285,1.739076069128,1.738810646987,1.738740992693,1.731345558748,1.733506591038,1.735594996502,1.741055630646,1.750413215237,1.75599623608,1.758379628758,1.764806413162,1.803467082854,1.72470067175,1.737339426593,1.731922403517,1.737540634099,1.738170914958,1.736715176288,1.729841384945,1.735967341186,1.785798145761,1.819555257248,1.852304013628,1.856595516395,1.8542656329,1.874807803676,1.874528925267,1.877018530388,1.908346514652,1.9266029816,1.968317795292,1.971203291071,1.986556142801,2.014214806937,2.046634770839,2.089347559122,2.086610417443
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sinaloa<C1>,2.510352582105,2.490327591472,2.489203423599,2.525374774987,2.515752214517,2.523742072199,2.545223771367,2.547309968459,2.536134692651,2.519619447267,2.5295537779,2.522252061076,2.491111307047,2.489443942287,2.433406489555,2.458876505305,2.34925802705,2.252830514531,2.222472175713,2.226062360159,2.271883873113,2.232356721764,2.15970723363,2.1358772195,2.181177318122,2.140503710648,2.117174434196,2.14404787509,2.196668362962,2.22050138719,2.17841684009,2.142827349063,2.139793578091,2.13581427136,2.116602460703,2.164421034943,2.216618770809,2.198452661385,2.208288383223,2.258114983176
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sonora<C1>,3.010615224497,3.05253137329,3.031309404195,2.952770478223,2.965435323378,2.989870411114,2.918492410838,2.928828218089,2.91166004952,2.908840108866,2.958069444436,2.972043848675,3.018149279915,3.012458491512,3.131490098127,3.167502580255,3.105571071055,3.20782916192,3.25274974295,3.284056681883,3.388505824842,3.291698916709,3.03830103909,2.910507734903,2.946084901095,3.033336009111,3.083865873147,3.054463055122,3.032177801884,3.006724976889,3.006479049267,3.169646531097,3.2138310632,3.262341469361,3.254445845757,3.314995562858,3.409060290296,3.323674549256,3.284589078286,3.285148336183
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tabasco<C1>,3.539349460082,3.524386466435,3.527796367703,3.514433197824,3.526807422205,3.557020858021,3.600706299186,3.63630369507,3.680272546197,3.698211866847,3.700397597278,3.706068803507,3.713074774447,3.725358715146,3.570163801031,3.75542554824,3.823128751776,3.676132606201,3.61821953224,3.473417754129,3.289683626258,3.208253253463,3.024743637358,2.985016841115,2.997873009246,3.154693632179,3.196449283998,3.185522137559,3.299388024367,3.633677341354,3.658007669431,3.695608011265,3.655006703117,3.539229429546,3.51520938319,3.391026491058,3.14844051774,2.939376599799,2.63950885077,2.535906503875
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tamaulipas<C1>,2.747590111096,2.744158586102,2.748290962198,2.732359881367,2.747725626833,2.779168823383,2.776771702407,2.798709140999,2.804986831213,2.799010429514,2.803833741951,2.774107723959,2.758560508493,2.722086916793,2.783938150206,2.758221285284,2.807294706737,2.813236711261,2.9302928549,3.039358359888,3.050096716815,2.918242333355,3.033121459624,3.117853016884,3.142460927991,3.270153402359,3.227312147863,3.255175397434,3.355959382314,3.221876465507,3.122927839908,3.070548402819,3.022302819247,3.025333389036,2.974336316692,2.971075852531,2.946895718112,2.875792893979,2.872630511376,2.930247492402
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tlaxcala<C1>,0.652611303721,0.650502864221,0.651019472607,0.651052246887,0.651881378123,0.655230127229,0.659052850146,0.66078749858,0.66173508655,0.65974734435,0.659531484606,0.662241338927,0.667476184895,0.65937087318,0.650700681433,0.65188496003,0.667071142604,0.684299957427,0.65834325318,0.687526321884,0.678778704225,0.704724936411,0.682716256631,0.662899027963,0.688007678405,0.59395363305,0.559096895327,0.554349653806,0.577992062309,0.598888146304,0.618780704952,0.578333660348,0.582714306145,0.56037700133,0.562405119937,0.581797539474,0.570348182192,0.551565369453,0.558613190613,0.587571750754
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,5.596369668037,5.49411277457,5.519984334807,5.635908130609,5.61335733845,5.621695809886,5.739206966102,5.744405207348,5.758435661955,5.728457881976,5.68705967598,5.667283192448,5.642709600243,5.606435929279,5.668800827778,5.862526456174,5.704980872793,5.503220524362,5.409250211151,5.182056983552,4.960791744472,4.887236157563,4.864130608558,4.885620379624,4.933529409455,4.861551687438,4.913778706272,4.95008839059,4.890133526027,5.048020101041,5.003682428204,5.020354545916,5.053015435908,4.995053794647,4.859511349457,4.739286642369,4.621980171018,4.478253857601,4.485660570748,4.536008963977
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Yucatán<C1>,1.195199015759,1.184913963184,1.18900684797,1.206500380428,1.204505296591,1.205911982049,1.221830504143,1.223121524477,1.225038768974,1.222175651054,1.21871730595,1.216842337181,1.213268207023,1.22521037244,1.248312551116,1.245546059792,1.233111062706,1.221343310021,1.232028985941,1.245512379383,1.270705234355,1.298728594849,1.288981972041,1.287006478505,1.295056302007,1.325377339069,1.331257579156,1.341453962653,1.341122592963,1.387440423448,1.366670187139,1.363919226746,1.391359620632,1.379489108472,1.393269245397,1.389521562554,1.42796754039,1.456398733623,1.476074251196,1.496564836116
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Zacatecas<C1>,0.719061191017,0.702948634445,0.710433697366,0.738404689326,0.736504108874,0.740968725449,0.765840984922,0.769908464954,0.775404892799,0.774625160833,0.773767529912,0.778337729728,0.788514168051,0.79305517803,0.785091175372,0.847996281218,0.788457231384,0.763574332117,0.780441886382,0.745837042904,0.707104183627,0.735948708595,0.79193154862,0.807432605591,0.809648437703,0.791606552769,0.80471811016,0.813325126024,0.877495748632,0.956233657699,1.008406631046,0.973910102877,0.963830679054,0.938837544371,0.975956414431,0.964481395389,0.930355294629,0.909537593646,0.890508347848,0.858817480736
Valores constantes|Índice de volumen físico base 2013=100|B.1bP---Producto interno bruto<C1>,46.95505504959216,51.410297349904,51.406398727882,49.163547519927,50.877738514126,51.833516095686,49.911359751959,50.944697724878,51.596361998881,53.482185314231,56.267768694377,58.539635112253,60.593254287349,62.45287426683,65.538721173872,61.415528943029,65.575361564939,70.065209734023,73.683324750935,75.712235049855,79.454277247203,79.132971964236,79.101441860322,80.245551386787,83.391651100123,85.316169516596,89.151197792727,91.194049093794,92.236930183669,87.361522054505,91.832787964962,95.196630270001,98.663998724362,100,102.849773254907,106.236772134739,109.031364872539,111.335338410491,113.779143215915,113.578209867645
"Valores constantes|Índice de volumen físico base 2013=100|D.21-D.31---Impuestos sobre los productos, netos",45.01436950180502,49.285473585113,49.281736077287,47.131583455082,48.774925792615,49.691200333377,47.848488104963,48.839117414687,49.46384806478,51.271728995815,53.942182198998,56.120150786292,58.088892371157,62.197185022316,67.026665399851,60.929948300687,64.619252409461,69.395243104209,72.338376475862,75.4229493914,76.96880592005,77.634134159587,78.134618400632,79.205689304793,82.438524366732,84.995035979111,91.388818842463,92.87616904102,96.257894078814,90.053720280889,93.826784623782,97.631421350116,99.080304702717,100,106.197134354714,112.351314395712,120.505583842524,124.880693611232,129.029574554159,128.826984831094
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,47.03378198993121,51.496494144616,51.492588986745,49.245977315876,50.963042396489,51.920422480596,49.995043362251,51.030113878798,51.682870757322,53.571855927227,56.362109742819,58.637785272849,60.69484763996,62.463246711177,65.478360411848,61.435227289723,65.614147634286,70.092387987089,73.737884686235,75.723970387594,79.55510427727,79.193774668989,79.140662574698,80.287734937335,83.430316205469,85.32919682777,89.060425214673,91.125811110791,92.073813481863,87.252308864235,91.751898390219,95.097859266891,98.64711075806,100,102.713982346232,105.988726322459,108.565895511967,110.785850011326,113.160485812438,112.959619625588
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Aguascalientes<C1>,29.539334545693425,32.829681059059,32.970171922495,31.31446779653,32.767829018609,33.760660939217,32.461203920547,33.563375305999,34.403468394266,36.221070567379,38.925247585369,41.248590712545,43.662936937264,45.608789527163,48.627972593829,46.280319270705,49.799716747709,53.446463128033,56.804950287984,57.983711549575,63.008095492565,66.306511072232,69.404342220044,70.129203602367,73.228669972937,75.007325375554,79.91634684107,86.971814586501,87.344956681092,82.891760213782,88.071276223836,91.965074905383,97.040556955714,100,110.220067596035,114.697418027819,122.48111770496,125.393440758133,130.130166103972,128.834012513018
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California<C1>,49.394195725749846,55.553644044598,55.11146019869,50.504389031392,52.771109811908,54.20147259857,50.24646050195,51.560586275665,52.09644635501,54.425004671342,58.079149592698,60.679086637928,63.645979511356,63.7680402755,68.486275470306,61.760369984239,69.730093910485,78.549371478564,81.931603220319,89.230794297604,97.757615629822,90.472413928546,86.64603002425,85.820285860453,90.866393027764,93.015079683367,97.958132167403,99.152908311341,98.288355035601,87.58846788998,91.974185386664,94.667515329128,97.959244031082,100,102.706031309467,109.867324653958,115.042801542462,118.860979652218,121.593101092091,123.684955746547
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California Sur<C1>,34.26492070027967,37.351074494754,37.60233061889,36.851882317958,38.282857466854,39.244876648956,38.672212568311,39.690073979086,40.400532762368,42.219778056134,43.93251330089,46.079341588532,47.827412686989,46.344401351035,47.876976424902,45.630870262804,51.586844637103,53.949828790721,55.403380251794,57.208959265479,61.105539117188,64.42858640137,62.638611462824,66.112449456063,70.892531711768,75.979709712215,81.420099328471,92.325133600059,94.738405665337,94.185021298011,96.199831755226,99.72190858747,102.015332070959,100,100.868812022265,113.468934476307,116.449116353283,128.992149052449,150.573017039278,138.236151302899
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Campeche<C1>,75.21953328826616,82.622820187304,82.41125499503,76.869391066557,80.318495378402,83.359456025787,80.683721914789,83.954033866875,86.610512135931,90.576729364314,95.779924788152,99.057455444754,102.115305500372,101.345233523441,106.598297405032,99.019590009175,109.023579926797,115.302071234278,119.202407330964,112.933661336984,121.663355686512,130.780416401442,134.158396094803,145.268758950842,146.939810483912,144.02375368577,140.660291281058,131.409668792432,120.267509132969,108.275357383183,104.560284172743,100.751477638083,99.126594305837,100,95.131809712719,88.422944215113,83.292846131248,74.593498686853,73.426246384471,71.7575744597
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,40.70326311092651,44.932214713147,44.895567845908,41.988185485968,43.732947487729,44.97673438788,42.505092933697,43.513264720958,43.895571537796,45.305657653976,47.854558231516,49.505428475606,52.011429944517,53.271343354002,54.756393379932,52.910865313608,61.428131552666,66.970237419084,70.360379955454,72.157489846931,73.866491814979,73.731923513657,77.641808280724,81.116285842644,83.451886142088,85.258630616774,89.275725809186,92.989996244698,92.590172003843,78.28354130973,91.034079421938,97.212991402507,102.107890695221,100,103.903733416229,104.779100535906,106.324077691693,111.801233825305,112.993479588551,112.260222849913
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Colima<C1>,44.26661259971102,47.906626781786,48.37946799192,47.326336029119,49.046688162336,50.419168395473,49.709589918432,51.037496852797,51.962936979393,53.56985635672,55.835677378398,57.502926578884,58.842022231608,60.152469558734,63.045015225254,59.490984303789,64.282975977256,67.141377950006,71.784872174608,74.139192250446,76.950744678172,75.411041835394,76.040180548221,74.087855842317,74.154711415181,74.662376677168,79.339142818384,84.800148532451,86.361413913603,83.61939911343,89.684953299106,96.196254692201,99.035076134366,100,102.494805269157,104.87366089505,107.824954716263,111.613103197873,114.885386024347,119.843749312942
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chiapas<C1>,56.450413772491025,59.864212715386,60.324133599756,59.595881215002,61.296930020248,62.612300816381,62.337183169704,63.797141170706,65.047061109379,67.02935303368,69.555257849656,71.745811919172,74.140970933576,76.77196348226,80.157268014829,79.12148794103,79.041615810764,81.44632149205,85.80436264273,85.647858745696,87.003845681054,86.35108917381,87.643746456375,88.323568880184,84.853842964851,85.531485449513,88.427181843479,89.894476671026,91.942560824707,91.376030094665,96.463137013664,99.473636179398,101.355645919404,100,104.664547215729,102.45138428681,102.174598224917,98.80949194628,95.279475976517,92.769313069245
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chihuahua<C1>,40.80514405380467,45.191127878704,45.011505244144,42.571746653018,44.219365069149,45.282198617243,42.981075883869,43.895742200212,44.104079681489,45.510169507016,48.270908460457,50.145372402027,52.070267572608,54.123697826181,56.78229967853,54.466147032625,59.302591944801,63.223942860197,68.37522755061,72.340842446522,78.414457058414,74.76433805334,73.729715457486,75.673752109578,79.082592791638,81.717154048417,88.104172969153,91.25737265594,92.547125633997,84.208993073187,87.718878665059,89.74151256781,96.404717731362,100,101.974283757933,107.21256016109,112.159676887072,115.790185578814,118.431509309439,120.260132710647
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Ciudad de México<C1>,50.93397325051265,56.320984688651,56.188104147723,54.022114799515,55.574221251901,55.472556247614,52.749813487513,52.907329743326,52.914463984545,54.859027776217,57.498622880227,60.374387095597,62.439287893601,65.854744178438,68.707623813919,64.327785661672,67.142886287022,71.962357562612,74.209088191908,76.635022941374,81.409790612487,80.380798750931,81.101292356969,79.793357436142,83.31067995484,84.47570330794,88.838906033118,90.104979329075,91.669674395371,88.382260163225,91.539458285145,94.790273762196,98.536074898472,100,102.823935048846,107.359584560941,110.630759876942,113.934316693917,116.961540749735,117.229013835497
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Durango<C1>,48.11352290279607,52.043220600178,51.79382891168,49.750943667529,51.182926070415,52.112840828837,50.494868597882,51.504949844385,52.104283431658,53.742689635317,56.2112326581,57.996836354912,59.247091759735,60.52070254316,63.770755232141,61.083220491849,64.670771466758,67.131777442168,72.116072518403,72.256034996189,73.031573844033,75.892588680458,76.474905858581,80.888893099353,83.395893101024,81.988669917272,84.837712437729,86.065793086431,87.6596265598,86.263539417758,89.534814219003,93.262147827772,96.768227917181,100,102.071282071171,102.028686566164,106.140162570023,105.557440743066,106.99234084918,107.945563380459
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guanajuato<C1>,38.335793811306715,42.141650390013,42.251395235686,40.564679846261,42.090477244866,43.020552012894,41.529577944354,42.504634718134,43.110784619371,44.741147706697,47.190079796287,49.078680217201,50.717385894716,52.368446604695,54.551195019576,52.575753150905,56.008865497681,59.42538903535,63.543908833437,64.568713702131,68.279736745037,68.623238939473,71.659706138059,73.725601443014,75.844553085309,76.462204468919,80.334104464965,82.198068655136,84.602274383535,81.011558679478,86.981157677373,92.194034314887,96.021776254325,100,104.29033329276,109.969194965123,113.245207338939,118.43397770361,119.932630863794,118.1738523004
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guerrero<C1>,63.594185216456154,66.626075541648,66.932767088556,66.065421881306,67.347688382091,68.251648230103,67.464013685797,68.379413523917,68.994651183084,70.363998164666,72.532394087843,74.300167791092,75.546579666438,75.627173281638,80.056048547896,74.968426916081,77.043868806493,79.208726979454,82.303141932592,83.292733525036,84.162167289125,84.759698830652,84.096440816711,83.50296162387,88.001747788454,89.218344486638,91.192995457485,93.63307880635,95.189209493484,91.969310663543,96.837073527319,98.019662396167,99.683335936946,100,104.043494941109,104.921676422147,107.025983813328,106.984464948619,109.997013957839,109.963866687042
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Hidalgo<C1>,49.16837583818537,53.565973603563,53.732608112708,51.674028132151,53.501236739449,54.807880970618,53.187751448142,54.463558313855,55.26076670473,57.138211094337,60.196669996598,62.720200680599,65.273547874678,67.081293991079,68.916068097842,60.008247281928,66.863611084891,69.498569995051,76.00324183492,77.020648038215,78.724317559154,77.840517426999,77.515619595985,77.734534195791,82.92808224953,82.289160125959,84.597018876304,87.303230721104,90.396499146623,84.673470900104,89.315573918984,92.894024427372,96.456115706675,100,105.230700608933,111.997555211554,116.386874004328,116.942954882864,119.920718154701,118.257710108737
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Jalisco<C1>,49.68273754447702,54.348194355902,54.33029382287,51.838535324746,53.625032495897,54.691935720185,52.64886119879,53.753900213221,54.425593095143,56.281193622202,59.033219220164,61.101364855192,62.998083858245,64.558527096574,66.878215909752,61.368141712798,64.841026942951,69.585202862993,74.618829393891,77.573676549836,81.237139118513,79.558400150063,78.814152730384,78.045750866629,80.429561780498,82.676860402587,86.984914066627,89.648440260242,90.181891676034,85.444470757474,90.849329707157,93.576288511231,97.713224306899,100,104.779027820285,108.473205936869,112.816972603078,115.515486572555,118.60410317846,119.534205964332
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|México<C1>,45.92979120456579,50.09272194109,50.055712056839,47.977496541162,49.477213977118,50.13332980709,48.207987055212,48.990523179927,49.494387641091,51.2498248284,53.786590950816,55.967978252514,57.859095567436,59.636685782849,61.932365738582,57.190590148331,62.221780657136,67.471431464173,70.887552369001,73.485133598044,77.72412101578,78.135052753809,76.822176038543,76.797446598248,78.660768665428,80.531325373054,84.290985264201,86.778358286139,87.766226302332,83.413865906868,89.866306746796,94.014886357577,98.157012778078,100,102.72040442106,105.862288252854,108.813159088122,114.047624651207,117.798941821979,115.564710307908
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,47.3026812408819,50.719590056792,51.340297461857,50.610029204237,52.332320387242,53.687383502017,53.185872631671,54.532242295291,55.533453572619,57.215701467744,59.548195584914,61.370018577029,62.676266781257,62.649079229852,66.868708777167,65.395945514033,68.228215984173,75.550975286015,76.176588857627,80.759996355371,82.187143063413,80.237602841684,79.267024782514,81.918266720462,83.741342125924,85.13361654993,89.14652222715,91.322183981763,93.098631331704,88.187214775344,91.738098158366,95.496006969917,97.931487186853,100,105.616513308671,107.392180612626,111.863707705953,115.409134939935,118.052886322177,118.223793451701
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Morelos<C1>,52.030468245297435,56.198635360109,56.193134227852,53.98613366561,55.752972817307,57.009414074068,55.456207075115,56.84176927856,57.819749139474,59.818428153942,62.679619806147,64.693965434715,66.583502512322,69.17002519512,70.94114215113,62.750317509332,66.865024424308,71.295127575397,77.142880031232,80.993664923767,82.431787950399,85.283941361455,83.033202981738,86.783715614073,87.705626643617,94.044417884587,92.341388902086,92.971475270302,93.162082172904,92.435026200495,96.078720011108,95.910496495827,96.481391471624,100,101.94167896039,102.935467644533,106.745838240257,111.592163899282,110.536823919892,110.408915868822
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nayarit<C1>,51.15754213369258,55.457287628755,55.672108104089,54.314381094687,55.994062345966,57.003972277271,55.548055076792,56.627120423748,57.275417705649,59.218417195774,62.537170770539,65.439565588499,68.30270826191,70.571929202664,72.944671932948,64.066740264277,65.657156565037,66.706870618144,72.460434449136,74.585416593106,75.797806641192,78.067255320812,76.167759744066,73.441148450818,83.838224770136,87.109968603978,88.939454744326,88.466200835823,94.852166547865,89.781702550479,94.363149442852,97.179030511594,97.271726020031,100,105.171672693432,110.070245956721,115.291105420234,116.764528598545,116.417012598948,116.711924780477
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nuevo León<C1>,33.86764739896736,37.679347494836,37.78799301628,35.911469548913,37.481254053773,38.353205514483,36.724221892882,37.666825182534,38.311750577207,40.033850652109,42.472590172949,44.51294067812,46.466053397216,48.405440959451,51.267031098287,47.669014222742,50.750018782446,55.348565175375,59.547027352473,63.035795417627,67.264198130906,67.033749308988,68.64879399593,71.456764840777,75.541478651501,78.70567744134,84.163378315984,89.301032582409,90.699276893176,84.686743876873,91.127498267238,95.094432866759,99.006033061018,100,103.215002616894,109.162900427049,111.79098138812,116.137708557098,120.281788417912,122.097154368352
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Oaxaca<C1>,56.97129705319054,60.603925424389,60.728652541943,59.449606652074,60.911594201104,61.875486261635,60.737845426401,61.724701369332,62.275597902436,63.75720413404,66.258538711143,68.235066299718,70.018151079505,71.610342375439,77.264505996954,70.823857100037,73.552297061109,74.979113782803,76.850208313939,78.966208699999,81.730148998532,82.262812502271,82.453140238825,82.668321347854,85.842557145854,87.031899300924,88.802194688952,89.531999742453,92.30918113451,91.444438222627,92.901956001429,95.698798028524,97.62304470158,100,101.923756684575,106.149062576685,104.506575572092,102.03760426572,106.200998097167,102.894147303881
