Descriptores,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<R>,2019<R>
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias<C1>,58.200973234509,65.551620697977,64.736523313358,57.697655656667,60.679191012718,63.194366989415,58.704553901638,61.136161027716,62.573315493736,65.347925278608,69.601909513743,71.486752789335,72.369557663742,66.650895438276,74.927656657722,69.29064565429,78.08830612403,84.485801560783,85.586213431448,94.931529332037,100.944582623973,91.430185084629,88.11420916449,91.965323311814,98.558763265199,98.64627553192,102.297082265258,107.901994913987,106.709197778351,88.852063534251,97.175379864757,97.873288511006,98.978878855817,100,106.776409783314,103.430764699562,102.413522660765,99.825184476382,99.387482828491,97.077931592605
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias<C1>,44.543995534423,46.904449048349,47.885537973982,48.462384469524,49.851223045579,50.78060899905,51.162142962754,52.197598773509,53.230769583103,54.795004959629,56.521003071058,58.389574201703,60.021812516915,61.203636428857,64.571860541103,63.652616939229,65.096580621602,71.473966777403,72.713833774352,75.327777293569,77.251192825674,76.673377381492,76.709312772124,79.02043499162,80.585739114122,82.840337076596,85.877165645436,86.833530278009,88.644920318169,87.570420290597,91.192578923759,94.709984149758,98.008335017861,100,104.467124389734,108.327584350726,112.16554856077,116.558047603719,119.663593994155,120.516899786286
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Total<C1>,NA,7.223498600902,1.223802093767,-1.42240807302,3.403064127669,2.589342149086,-0.934131185842,2.531441737755,1.835998732467,3.029251355538,4.076668354184,3.059408748693,2.128479401695,-0.04337774536,6.735342126936,-2.202470426199,4.330957716214,10.732742880882,0.828068160925,6.01681939907,1.767145576438,-2.372074780378,-1.209629583394,3.344696811475,2.225480931724,1.662589097165,4.713655826975,2.440545856707,1.945252809871,-5.275498131504,4.026528552997,4.096344797843,2.550347699568,2.112204024024,5.616513308671,1.681240223076,4.163736193658,3.169416879424,2.290764404063,0.144771665352
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades primarias<C1>,NA,7.240691996129,1.647930771832,3.732818518639,3.200384968058,3.829562384736,1.404579581716,2.559260796738,0.075143608124,0.935709557763,4.894834166905,2.304925214294,-0.055219171923,3.393500944171,4.028146244404,3.275514928201,1.922549857846,21.012994991866,-4.769967289892,10.829178904372,-10.645377162182,2.976861417535,-3.967622869675,3.41342793546,-5.775732118237,-2.34771846635,14.210892744214,4.585253133384,7.339118837432,-7.06716177769,-5.673676513997,12.334402239751,-0.780336192378,4.569448360518,10.92084306532,-2.365663671913,16.620572889049,6.944799790963,3.730281081013,0.087283045643
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias<C1>,NA,12.629767261537,-1.243443527315,-10.873101143567,5.167515598541,4.145038743464,-7.104767879911,4.142109878139,2.35074372002,4.434174157113,6.509746433414,2.708033858209,1.234920932846,-7.902027330383,12.418079554702,-7.523271452599,12.69675060272,8.192642092392,1.302481423311,10.919183739884,6.334095041179,-9.425367158915,-3.626784652213,4.370593782593,7.169484884025,0.088791969198,3.700906814425,5.479054264906,-1.105444933235,-16.734390864031,9.367611735092,0.718194924703,1.129613974998,1.031655597626,6.776409783314,-3.133318577148,-0.983500452455,-2.527340254623,-0.438468158297,-2.323784816919
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias<C1>,NA,5.299150840884,2.091675620413,1.204636138485,2.865807349881,1.864319261778,0.75133790481,2.023871071056,1.979345475406,2.938592450902,3.14991870646,3.305976591208,2.79542767271,1.968990709184,5.503307170582,-1.423597824457,2.268506389537,9.79680667541,1.734711326168,3.594836612973,2.553394778408,-0.747969608036,0.046868146232,3.012831344691,1.980885226294,2.797762963099,3.665881472732,1.113642521135,2.086049057732,-1.212139425152,4.136280973806,3.857117835147,3.482579896632,2.032138370452,4.467124389734,3.695382622566,3.542924208129,3.916085731591,2.664377496262,0.713087216963
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Total<C1>,NA,7.223498600902,1.223802093767,-1.42240807302,3.403064127669,2.589342149086,-0.934131185842,2.531441737755,1.835998732467,3.029251355538,4.076668354184,3.059408748693,2.128479401695,-0.04337774536,6.735342126936,-2.202470426199,4.330957716214,10.732742880882,0.828068160925,6.01681939907,1.767145576438,-2.372074780378,-1.209629583394,3.344696811475,2.225480931724,1.662589097165,4.713655826975,2.440545856707,1.945252809871,-5.275498131504,4.026528552997,4.096344797843,2.550347699568,2.112204024024,5.616513308671,1.681240223076,4.163736193658,3.169416879424,2.290764404063,0.144771665352
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades primarias<C1>,NA,0.77436064214,0.176267317282,0.400945740137,0.361733660265,0.432000011822,0.160361363205,0.299089694338,0.008784089802,0.107490648526,0.550873519904,0.261439661142,-0.006217465991,0.373925219599,0.459117325138,0.363865305885,0.225531994669,2.408105961206,-0.597391430716,1.280948305363,-1.316365442892,0.323209018019,-0.454381696331,0.380000569527,-0.643412197984,-0.241063730561,1.401614066656,0.493258532106,0.806034772547,-0.817233026798,-0.643683412981,1.268862773096,-0.086627463344,0.490792858743,1.201206833513,-0.273272521667,1.843532068453,0.862428418913,0.480190520586,0.011393864426
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades secundarias<C1>,NA,2.957681264421,-0.305875929189,-2.609491916504,1.121282166404,0.914765799369,-1.591723248241,0.870179109072,0.501604737762,0.950952375301,1.415116471508,0.602446066443,0.273791527305,-1.736612256498,2.514532600049,-1.604491720305,2.56051845593,1.784668277528,0.277221384653,2.334984499282,1.417131975729,-2.203377674912,-0.786583730849,0.924709605417,1.531943814694,0.019890264236,0.816205085839,1.196674344024,-0.248600406876,-3.650732431207,1.796396956973,0.144797273083,0.22035380871,0.198457015587,1.28976681179,-0.602919844357,-0.180286486658,-0.440395980144,-0.072185427472,-0.372359576901
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades terciarias<C1>,NA,3.491456694341,1.353410705674,0.786138103347,1.920048301,1.242576337894,0.497230699193,1.362172934345,1.325609904903,1.97080833171,2.110678362771,2.195523021108,1.860905340381,1.31930929154,3.76169220175,-0.961844011779,1.544907265616,6.539968642148,1.148238206989,2.400886594425,1.6663790436,-0.491906123484,0.031335843786,2.039986636531,1.336949315014,1.88376256349,2.49583667448,0.750612980577,1.3878184442,-0.807532673499,2.873815009005,2.682684751664,2.416621354201,1.422954149694,3.125539663367,2.5574325891,2.500490611863,2.747384440654,1.882759310949,0.505737377828
