Descriptores,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<R>,2019<R>
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sinaloa<C1>,63.363209832599,72.483468699164,71.097601923604,61.400211411036,64.890830182886,67.897200236517,61.451184193595,64.81187408566,67.184008117652,71.967954537697,79.394165972013,83.56425382919,88.121985400224,89.064490942221,95.496923955004,83.435461238928,84.402669423791,87.21605381304,94.457816322208,104.282906838958,110.868881701874,91.630044759464,78.231256682165,79.326475165657,90.092362419776,85.542430456568,86.8101056404,96.148256763614,106.765263868206,103.147731754151,105.860105831967,105.698920249622,100.942402110515,100,101.223287053378,106.084432692233,111.183677603079,109.084625992562,114.306189556954,112.003402691815
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sonora<C1>,49.452179864914,56.553135812951,55.678162947596,48.342990210247,50.904145015244,52.864498874818,47.077886161965,48.615451448743,49.045769207426,51.242867377195,55.669838797982,58.167309002024,62.335100809976,63.287084965933,71.049977501258,64.979092847773,68.440805487173,78.571100873118,82.665298378194,86.12813367963,95.207660275713,86.783870687394,76.063353455031,67.361463942196,73.466029331808,78.639224933031,87.438486345665,86.891269542982,84.819191997644,76.091900834309,78.521452172707,91.086581008808,95.774787047725,100,102.647353023676,108.823916663511,116.398899812205,113.310463112178,111.378009110521,111.425933566548
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tabasco<C1>,47.947019519809,52.45567536834,52.450399835625,49.268155435428,51.463079980058,53.443362155908,52.108810010329,54.234816122335,56.028796770982,58.576228876057,61.937107524555,64.488296027142,67.034327023747,68.912951462453,67.988333178023,67.037970377876,75.067860191816,75.97928518567,79.467093980096,77.045407557104,74.731911782109,71.290763938866,64.97836138518,64.667200425522,67.510886189226,74.115131873643,78.772951744196,80.462192584258,84.903569784918,91.922049175534,97.950392330436,102.542964662064,104.110181596378,100,102.336296703975,100.118092304108,93.12881928445,86.480944362216,75.587591438229,69.806485701731
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tamaulipas<C1>,47.597854553881,54.196323353874,53.639650382218,47.355809195628,50.158869260435,52.523334076347,47.769532320388,49.653541127321,50.183614353596,51.983627577791,55.521732102249,56.102425820236,57.357256159505,55.012236272076,59.123875913723,52.394545750535,60.919986854511,67.16342732638,76.7303088963,84.70713619794,88.569917296674,79.131289981918,82.556432618242,86.455787826316,91.931027673227,102.970226339789,106.005201177818,109.698599716493,118.835620903508,102.737047202959,100.132120861788,98.991988680816,99.283813964123,100,99.67587209142,102.087592429629,99.905007318822,96.358733351348,99.161275562227,102.358753287102
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tlaxcala<C1>,88.316478790666,97.734750877376,97.22560968077,89.335527112277,93.272575563072,96.464506277966,91.534126345713,94.28936492535,95.921837183388,99.211676137236,104.717070638011,109.368874999426,115.58271797281,113.821509740174,115.016700415754,101.248533882449,113.718088228598,124.646488747735,124.653551525274,140.760146874712,140.496173358187,147.572119923915,139.009965187319,128.794636948174,150.095543390903,109.45507194609,93.532295882729,96.709638661807,102.12109575058,103.044727747751,120.629180177773,107.48511822299,112.717132759393,100,107.820481913677,122.410027238108,121.161602774002,114.050007006304,123.635590327842,140.002777814054
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,52.883921407418,57.89274101042,57.910167671316,54.380063632892,56.835832438994,59.058365227485,57.496850535824,59.85763075817,61.801342242912,64.617764151888,68.498975561743,71.484058637278,75.049148464852,76.185951719878,81.752294112422,76.813855787832,82.75931027598,84.711994755305,88.438934045911,82.481991440212,77.920894997548,73.305060371542,71.806410401919,74.380778956633,80.823488153629,80.869375268578,87.112959320072,90.716220829497,89.339312579648,87.656797915151,90.40071695973,94.803536692972,100.118937066026,100,96.414226992996,93.318801066672,92.815171058703,85.207453248922,88.002561616551,87.825907432772
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Yucatán<C1>,38.458233667516,43.654702402028,42.77138883628,37.356793252782,39.280821696015,40.858931617659,37.460514136277,39.048292736168,39.999376948172,41.984154779284,45.131116909016,46.704100779991,48.850233623337,49.95932275147,55.057869974771,46.636377834994,52.327048123727,56.361727012337,64.039804205413,69.492694726492,75.098915440327,76.267899003005,71.293910774685,75.553088299672,77.570719455522,84.037698378299,91.760436792355,96.337218472445,94.789657537802,96.211793516148,97.067348618541,99.533947692524,107.607873782616,100,108.229505580671,109.573749072555,118.67829021589,126.184514450445,127.355503300661,128.876711124423
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Zacatecas<C1>,19.762223024029,21.853657024107,21.953708579396,20.54696452312,21.693030307799,22.795514500122,22.222944165313,23.519032173532,24.730237261116,26.529183125027,29.12991103519,31.754554615189,35.812141799107,37.743698932,42.032953357379,38.612474125011,41.452467145451,44.38285402586,46.786140338112,46.531610829317,40.379926325788,44.629053885369,49.618875180422,53.354113971321,61.631613508899,60.931666394041,62.096572363774,67.733820618419,83.868219383159,93.766652409897,111.060037853468,110.163272509246,108.504705628478,100,113.464583550872,114.673499340051,103.268314066517,98.748032030013,95.761498615571,87.185662118672
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,11.063544075786,-1.081263240256,-9.622361620739,4.472032356595,3.571899009619,-6.516835175471,3.481577167455,1.920008084755,4.004066063751,6.27127303563,2.970627803482,3.829658181834,0.486090260291,5.554817901825,-10.882952352138,11.820522127328,7.893099830105,5.972975553298,1.537227518552,4.396863132852,-2.183475228717,-1.503146575485,1.759625737696,3.853026701535,2.150265779995,4.129574162163,0.926535909015,-1.049443574195,-7.475724691355,4.536131296563,2.849181313928,2.844554169209,-0.223161440265,2.572992550428,1.101429227982,0.316528620558,-0.249286098425,0.43799152942,-1.814734143978
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,12.947407789221,-1.767448320593,-12.478567882095,5.024185468425,3.977940100698,-9.449328669086,4.06593405555,1.976911568772,5.401079174965,9.702328131806,5.469747370314,7.104507936916,3.180387133225,9.130829522005,-12.649861708958,10.024340630209,5.84147306093,2.24447374476,3.853803003696,11.661805415004,6.622678744635,4.649429615944,-1.19728747608,5.976771685388,2.259184637211,11.445856543712,14.852366827345,-4.806015971775,-3.954045209545,8.898872561891,2.765630247703,7.007931158477,4.322325654077,18.517464298666,1.365207073676,7.056798481024,1.62750567622,3.345568141258,-2.231894647864
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Baja California<C1>,NA,15.956751025978,-1.84761205906,-14.95740366791,6.080201400765,4.505947697826,-12.888843653521,3.730003740813,0.464782887098,4.496505742991,9.340867193959,2.921475883373,5.218575995699,1.09547228939,9.267962138123,-17.562833983894,22.519177446237,14.368751133441,4.353663199022,10.492922658821,10.50391576303,-13.230469445184,-8.741106785712,-6.402870288309,7.785055305141,0.277428668842,7.977158005486,-0.206457122988,-2.580025572081,-18.532686055579,4.346614992805,-0.455560513181,2.971162501448,0.38904242827,4.451126064862,10.341805061576,3.677535827682,2.747348713551,3.084708334194,2.566164959456
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,10.210521629484,-0.060000104348,-6.579888229977,5.681835019639,5.354014248828,-1.624550356224,5.773584077213,4.243201400383,4.546676973473,4.259648735512,-0.87008491683,-6.428483928158,-8.611374357959,0.456685758406,-18.258072249462,25.981762816826,9.299430170092,13.878748108243,8.461046518514,7.645683491835,16.398241626597,-9.501907654775,3.910456037962,7.766100686283,-0.346933187891,6.995343994045,26.815532922432,10.572437994823,8.337057697689,-11.156690168004,1.263151209578,-5.194456704624,-6.245424295396,-5.605821372459,33.40244345003,-5.569067136062,27.537144156932,39.092532419195,-28.683010988566
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Campeche<C1>,NA,10.209995626468,-0.329575582661,-7.217535618216,4.683325743016,4.005844364205,-3.406372312164,4.276763587018,3.331900952529,4.746871743402,5.940191938987,3.450008880252,3.144001291035,-0.971146938814,5.325320715681,-7.695438999901,10.775287008459,5.871650227094,3.711711070897,-5.643267531463,7.808313252839,7.89050720088,2.777441058288,8.471658797394,0.864980169348,-2.336153612018,-2.782415993137,-7.061756165733,-9.496066655696,-10.524028664511,-4.225401917147,-4.524818788638,-2.208743989598,0.728239405452,-5.742355442734,-8.217193337533,-6.270342818047,-11.969404580814,-2.321573685615,-2.618517967326
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,13.608733408274,-1.010697990155,-11.649751229486,5.29160243272,3.871906920907,-9.931223139652,2.687056734724,-0.014477556584,2.911267105456,6.850909939605,2.577780910265,6.385032179718,1.013044071279,2.265499522141,-7.360646630811,27.724923188683,11.581414790618,3.58391626463,1.744614350255,1.070138485421,-0.692142321782,7.261456940923,6.077043501987,1.591516454105,0.483013770278,5.484315959775,4.712521337626,-1.968541879024,-25.121331634466,26.379042844409,8.773853552359,5.972512877186,-5.129061933973,5.368891999437,-1.25934267678,0.175444714312,6.818035897269,-0.684292479955,-2.233917675752
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Colima<C1>,NA,10.760620685178,-1.762123489327,-10.478714192934,3.998046016229,3.113594901882,-6.714167055889,3.283556962637,1.924504025675,3.704262662343,5.125552223494,1.962686014038,2.048242415516,1.408159411447,6.311969379735,-9.71508598922,9.680471277319,4.797988684667,8.272660092353,4.969796020976,9.57672304122,-4.769646835523,1.165244100728,-10.682299440427,-6.683817414856,-5.98388341944,8.899099915327,13.08960900231,-0.405824262785,-0.953959710542,6.60385052422,13.497105428098,1.63979454941,0.048000804183,-2.635272027909,2.320216182477,0.503319789033,-1.397751901666,-1.716058074714,16.507534929478
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,8.117791658601,0.722698054233,-3.858283937294,4.314257340464,3.873837505637,-0.753757059727,4.084819221084,3.501922141459,4.24160185663,4.812822485305,3.290010649328,4.937085595058,5.87386393249,5.258978696564,-1.969876786199,-1.927576539783,1.325042990339,7.268021276338,-8.654851075613,-3.572335734997,-2.353971227744,0.771184216389,0.771309430883,-16.012851333074,-1.309397225554,7.876566346284,-5.205305170206,7.713724787511,1.45993809261,11.611336671237,0.563587145676,0.633828899722,-10.297155159149,7.947254559092,-7.848509184265,-8.121605917885,-14.111410524786,-10.719384052645,-12.495916155897
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,13.763739868185,-1.081124426782,-11.823742843693,5.452222075171,4.074253403838,-9.724481937096,3.04489100986,0.346156657035,3.086609715096,6.536877495388,1.96610374469,4.797150173754,2.848747163963,7.497329180343,-7.023143387185,14.349566332731,6.139868466083,11.618750968315,6.932285516692,10.737420794992,-10.925356696148,-4.146072162468,2.223949274786,6.058290488367,3.373026543819,9.28892132319,3.303971236587,-0.269951267445,-12.102474577243,1.595551616915,0.653479964361,13.612680514828,5.926464568839,2.23984485012,5.076518663507,6.769723418322,2.360781562287,0.735791454741,3.065756475462
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,6.433854699694,-2.157318206523,-8.495918685941,1.830134781363,1.286565058986,-6.162465756945,1.345126481414,0.319247481141,1.984378490732,3.822619406503,1.344659899967,1.900027698656,-0.146184626945,2.489378701272,-15.997469393015,5.458218115691,10.971720511613,1.58289695013,1.525212418486,8.761298769985,-0.359786740906,2.605464872964,-3.782612671089,3.405775244559,0.671621287688,9.920377264345,-3.113033839298,-3.793245217511,-3.049584995224,-4.769260960504,4.866301902044,3.197919373054,-5.381179965712,4.073579511472,-5.908846632282,5.042619258227,1.093689569896,0.274275804767,-2.717838279187
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Durango<C1>,NA,10.949013939584,-1.791626639484,-10.704033497055,4.07446500846,3.184489271582,-6.956301518187,3.411349324179,2.046988610069,3.981344537743,5.424879898688,1.738291087503,0.837385428979,-1.236901799179,9.182101200991,-9.693294836546,8.209779356298,7.86414926108,6.996587644954,2.874811284645,-2.364465712282,6.463040379288,-1.621026333881,6.826691440339,1.18862424528,-6.102889183862,0.895610263991,1.438921825333,1.659337060598,0.018553645714,2.134236186622,9.527003037127,1.693472262882,5.406739692711,2.76818497775,-3.31618900999,2.630540912085,-2.683140727397,2.040851287226,3.250394479268
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,12.141449111494,-1.889146858954,-11.981892729999,4.524695550374,3.501158383205,-8.75453991081,3.50767705728,1.580364115926,4.164662894006,6.835488313211,2.229219988037,2.746892206258,-1.505261860306,4.931914955124,-5.869201969876,13.054194456393,9.008469994522,11.35355975121,2.35318664342,6.996816611565,-2.756048681265,8.159023860007,6.530757910541,2.625396288706,-0.139895529085,7.145489552862,-0.429816816413,2.261771552446,-5.7767028787,7.99335887617,7.335804382174,5.229470292377,7.507568576627,9.253085379128,9.017762101344,3.527552520519,3.311426829918,-3.58285997426,-3.503391501179
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,13.386937320237,-1.796749092508,-12.427397636342,5.119125483609,4.090538185745,-8.188867296383,4.968809026777,3.832176925206,7.336244178445,10.762082123234,7.401334016298,6.835626415207,-0.123049845016,19.388967270303,-22.590041808364,5.826349042044,7.875122528269,1.430148872366,-9.585670263045,-6.934938078198,13.762724557053,4.94388014107,-3.090065139579,9.752176984972,2.22796364551,7.272341777849,9.923874910126,7.82010116691,-8.331828261479,5.578353736716,-1.578158764677,3.389506468428,6.715850802619,8.568708001819,-6.957514661125,2.903744365866,-4.535509779867,4.886956916266,0.58873046411
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,12.518333777276,-1.315149966322,-10.94294086026,4.885930106741,3.799924495332,-7.387864787087,3.860604705019,2.405313126127,5.107358050897,8.166097421919,5.765079089689,7.712454071862,3.539082007463,4.054065205385,-23.071179336655,21.236241575754,1.959194680799,13.800012124294,-0.41442314188,-2.652915217564,-2.356637683893,-1.526015657181,-0.26494480918,14.098188501323,-4.352077430911,-1.331678432381,5.777549411116,2.3696120586,-7.921328558805,1.163528605166,3.022046015643,2.76283663305,1.109261359974,7.190009189185,8.518969140719,2.607272597165,-3.859066030481,0.763480992518,-2.349463935411
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,11.554351265984,-2.103753591719,-11.82407537155,4.117416738289,3.123261919232,-8.375912549945,3.184972619643,1.471722379733,3.861569550158,6.30330664214,2.403861302339,3.409146051751,-0.177228728504,3.517061983293,-13.542204905567,8.743847705537,10.512536840587,10.224239231508,3.426159240844,6.451567165943,-7.796144170205,-3.790807287184,-3.318037434676,0.521571566902,4.977669645244,6.975989635249,2.853342494952,-3.442924702494,-8.073312620803,7.241193934639,2.206715010915,4.089076297793,3.093007865452,8.265956257175,5.667283091329,0.193950145473,1.779239089711,0.349201750111,0.147592706371
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|México<C1>,NA,8.047076462881,-0.857523882661,-7.377671951879,2.839104466393,2.111869669205,-5.583005612441,1.798121161195,0.550942580432,2.093000047334,3.90430246831,1.169867666356,1.628530729554,-0.618829428509,1.767400782383,-13.034831607302,13.381184455114,10.00765791064,3.988798250637,3.464504083882,4.130809542534,-4.208534888775,-5.326814232947,-4.395037778434,1.180354694617,1.033702102451,2.384574956963,0.935911171052,-0.970565834624,-7.438895896346,10.889691379341,3.870246652709,1.51783759959,1.387624373492,-1.422648131727,0.16345722062,0.640569367309,6.977798471117,2.356565697983,-6.838266437295
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,NA,12.629767261537,-1.243443527315,-10.873101143567,5.167515598541,4.145038743464,-7.104767879911,4.142109878139,2.35074372002,4.434174157113,6.509746433414,2.708033858209,1.234920932846,-7.902027330383,12.418079554702,-7.523271452599,12.69675060272,8.192642092392,1.302481423311,10.919183739884,6.334095041179,-9.425367158915,-3.626784652213,4.370593782593,7.169484884025,0.088791969199,3.700906814426,5.479054264906,-1.105444933235,-16.73439086403,9.367611735092,0.718194924702,1.129613974999,1.031655597626,6.776409783314,-3.133318577148,-0.983500452454,-2.527340254623,-0.438468158298,-2.323784816919
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Morelos<C1>,NA,12.462338805121,-1.181946381741,-10.631471122516,5.187104207959,4.234031141206,-6.733007465056,4.373057557477,2.658849192867,4.655326845928,6.478180601475,2.316399387877,3.49784047841,5.514917823774,2.577262329771,-21.989028394963,14.514044503443,9.001371397404,12.571905261857,5.179805004586,-5.175235165662,5.194341542445,-8.14207209896,7.073694055234,-2.183344953356,16.846483252921,-10.373725142372,1.88446226522,2.598842990359,6.595045748817,3.686614650253,-7.250688787315,-6.043451140186,1.657840602972,5.569927910457,-5.534410780835,3.167264233447,11.383948808942,-4.954036537449,1.531258595111
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Nayarit<C1>,NA,13.211351065193,-2.02623802603,-13.150714003641,5.073695738895,4.055319237042,-9.992782968598,4.48512432369,2.58417130274,6.922251089834,12.551226693437,8.564430813958,10.901986827011,3.125831488878,11.22479285816,-31.409420384047,-0.656864942661,-1.95260210566,12.191749514744,4.947787151052,-3.143423814599,9.387488978241,-5.573857954533,-4.210787975865,60.891165355076,6.78650979884,-4.387969387922,-2.268662872524,11.456555977119,-11.746507052173,-0.802283044719,-0.081229799946,2.96068579411,1.957390978081,16.879925377337,-1.314202736115,1.887463408119,-7.778680605865,-5.869104627218,3.007381507074
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Nuevo León<C1>,NA,12.38855653535,-0.73093721792,-10.017754351031,5.229274794047,4.142556333397,-7.291337394725,3.566342178264,1.437248949676,3.608548794786,6.280820035708,2.332619732439,3.524240212676,1.39750755841,6.077313533904,-12.865328630907,13.505594921935,11.633363282045,7.28586484592,6.612161447796,5.787798074533,-1.283064868014,0.809172938202,4.716214318208,6.326999416598,6.139694742339,7.626101266313,6.455209307859,-0.3989501813,-7.490499514279,8.549184562739,2.260734328378,2.270939456906,-0.841397678578,2.849027777102,7.185776581884,-1.451032604679,2.785510313466,4.119028930708,1.562405985936
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Oaxaca<C1>,NA,10.895842195129,-0.572374244129,-8.30388086827,4.814139089456,4.047929945497,-4.756133759876,4.184008687966,2.868674689394,4.7180899741,7.020437033627,4.346287176386,6.462055296675,1.074084960213,24.893843627302,-26.248278110806,10.914547270814,3.442605204275,-3.365237438334,3.446738923104,4.330494670427,-0.235522567748,5.666503504084,0.064656406239,2.648715882715,-3.950148491303,0.717542777028,-0.267258407648,7.065194660112,4.691997576679,-2.548297274779,5.133011304637,2.024709695112,6.728998755303,3.058415670113,2.630061683579,-7.916786109564,-16.362312159669,13.104694390707,-12.343610755363
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Puebla<C1>,NA,15.725264611163,-2.304811387863,-15.117466591591,6.157965822488,4.838993880861,-11.099866092237,4.913597120814,2.027813543876,4.944964166348,7.76252218746,0.623596954904,1.316884207,1.86241837719,10.438827897319,-17.68022305905,17.873967160717,9.881923172008,14.305192762579,12.922824080586,-0.458168928094,1.522248034264,-3.462029303399,4.006364741296,1.094488901962,13.447571787617,5.342202223172,5.348625660999,0.235699513127,-14.341365313917,13.162825242353,6.799355564901,9.968811014615,-7.304456790012,0.392194542636,2.877409309729,2.083134672106,13.449634916624,1.66251996086,-1.22077568793
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Querétaro<C1>,NA,15.678907245735,-2.406489354147,-15.290822446286,5.633918702011,4.044440854003,-12.061277701744,3.569137685267,0.884747862253,4.556916227054,8.944098291896,4.775219940439,8.328989381039,3.745800538322,7.183929787029,-12.565021296642,17.35853364666,15.765215188031,12.025810867092,2.663376357579,0.485649266999,-2.16250474687,-6.575992391484,-0.76238073811,8.918456708421,7.582812101342,3.91971687462,2.849187774727,-1.01973167262,-3.182838570237,8.439880896926,8.444256265861,3.442543458779,-0.990587696064,12.138621472105,6.656674044962,6.181597127364,6.335635101384,1.931399504802,-1.750379295277
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,NA,13.318028677304,-1.754356941459,-12.18301901614,5.21902916505,4.132083677899,-8.283811061025,4.254593815897,2.342912933796,5.223090312391,8.994699485871,6.014952999646,9.890809551119,4.436472102107,-0.459903146785,-17.833065815538,23.269165584342,-0.94590508008,10.806443571104,-0.7096166421,2.043957096384,8.074464114067,-8.822205605297,0.427368287962,12.801671624845,23.543748494636,10.437668042568,0.030016905202,5.321991671454,-9.598791948899,-12.560473047018,3.835682949693,-2.019206036538,7.97845905103,10.105162029693,-5.050555499289,23.616457402421,-9.628043245675,5.575870597106,4.229846605859
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,NA,11.769969456996,-1.827662833097,-11.520251802198,4.441879847475,3.491842368639,-8.048009733267,3.696092107313,2.076833793242,4.739963748751,7.514646098145,3.591412075015,3.845526126996,-0.471631811213,11.043557172171,-15.922903623114,14.081097349256,6.852135568416,4.690747342261,3.449642819042,4.901748662939,-5.934289941306,-2.180875029391,4.78201500878,8.428503525409,5.971701450344,4.922545487992,0.288527197372,3.588427780852,-5.191460385276,5.129933669638,8.222832232807,8.339443475371,4.233435840704,2.773995389508,5.318797814816,5.071786384765,5.341003723874,4.3302691422,-1.415502179491
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Sinaloa<C1>,NA,14.39361877446,-1.911976344995,-13.639546553185,5.685027285138,4.632965929329,-9.493787697383,5.468877347388,3.660029995209,7.120662422622,10.318775185455,5.25238574664,5.454164145772,1.069546422174,7.222219477969,-12.630210708942,1.159229146097,3.333288400066,8.303244864404,10.401564316537,6.315488379209,-17.352783438497,-14.622701661307,1.399975572348,13.571619351089,-5.050297096227,1.481925609392,10.756986245238,11.042329275605,-3.388304381958,2.629601283217,-0.152262819953,-4.500063130138,-0.93360380852,1.223287053378,4.802398519514,4.806779639044,-1.887913456155,4.786708958188,-2.014577578051
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Sonora<C1>,NA,14.359237484443,-1.547169494277,-13.174236269707,5.29788247243,3.851069218404,-10.946122324087,3.266003238737,0.885146071587,4.479689492638,8.639195360011,4.486217776029,7.165178997376,1.527204004786,12.266155945567,-8.544527200416,5.327425311261,14.801543193181,5.210818557433,4.188983006623,10.541882435135,-8.847806535655,-12.353121781097,-11.440317994893,9.062400120714,7.041615898225,11.189405058516,-0.625830598805,-2.3846786406,-10.289288258697,3.192917132782,16.002160541382,5.146977729314,4.411612995986,2.647353023676,6.017265382781,6.960770555719,-2.653321212666,-1.705450625282,0.043028652074
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Tabasco<C1>,NA,9.403412127979,-0.010057124759,-6.067149936264,4.455057278341,3.847966691105,-2.497133585431,4.079936025377,3.307802583122,4.546647888028,5.737615263026,4.118998455934,3.948051279777,2.802481239261,-1.341719175869,-1.397832180499,11.978121904164,1.214134772892,4.59047329269,-3.047407803282,-3.002769208899,-4.604656513105,-8.854446501793,-0.478868584903,4.39741591563,9.782489991179,6.284573410048,2.144442734033,5.519831187808,8.266412600077,6.558103533343,4.688671706526,1.528351495862,-3.947915115846,2.336296703975,-2.167563681031,-6.981028961707,-7.138364872778,-12.596246496062,-7.648220596131
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Tamaulipas<C1>,NA,13.862954248333,-1.027141579366,-11.71491824017,5.919147222735,4.713951591762,-9.050837764886,3.943954892204,1.067543651954,3.58685448902,6.806190120464,1.045885450614,2.236677507119,-4.088445027613,7.47404563107,-11.381747321518,16.271619463155,10.248591298583,14.244183107914,10.39592752379,4.560160184978,-10.656696543071,4.328430178639,4.723260301357,6.332993989842,12.008131472,2.947429510365,3.484167283905,8.32920494029,-13.546926063205,-2.535527749814,-1.138627816089,0.294796869116,0.721352260033,-0.32412790858,2.419562816563,-2.137953358349,-3.549645871259,2.908446503401,3.224522583787
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Tlaxcala<C1>,NA,10.664229615669,-0.520941826766,-8.115230744656,4.407035563631,3.422153506134,-5.111081912393,3.010067053277,1.731342934943,3.429708031507,5.549139693155,4.442259827431,5.681546027987,-1.523764333912,1.050056951721,-11.970580344887,12.315787565504,9.61008111319,0.005666246687,12.921088209968,-0.187534271871,5.036398071632,-5.80201378215,-7.348630168621,16.538659487274,-27.076401155343,-14.54731679424,3.397054192984,5.595571613805,0.904447793458,17.064873491702,-10.896254070045,4.867664122161,-11.282342309522,7.820481913677,13.531330101188,-1.019871077782,-5.869512786954,8.40471962532,13.238249150436
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,NA,9.471346809579,0.0301016338,-6.095827693782,4.515935881724,3.910442925028,-2.64401949774,4.10592962979,3.247224222079,4.557218025954,6.006415512509,4.357850684706,4.987251557252,1.514745041455,7.306258262692,-6.040733631034,7.740080779919,2.359474085529,4.39954141249,-6.73565626945,-5.529808826173,-5.92374436427,-2.044401794402,3.585151437462,8.661793123668,0.056774479792,7.720579058214,4.13630938215,-1.517819235919,-1.883285886039,3.130298059981,4.870337184608,5.606753248318,-0.118795773818,-3.585773007004,-3.210548922981,-0.53968761087,-8.196631782286,3.28035666019,-0.200737547333
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Yucatán<C1>,NA,13.511979721788,-2.023409889761,-12.659386872435,5.150411145341,4.017507408211,-8.317440879713,4.238539263275,2.435661447302,4.962021867699,7.495594817321,3.485364375418,4.595170033261,2.270386538342,10.205396996002,-15.295710029531,12.202213278372,7.710503522136,13.622856502242,8.514845710003,8.067352598572,1.556591804055,-6.521732332136,5.974111223113,2.670481381049,8.336881452395,9.189611999238,4.987750538336,-1.606399851669,1.500307117133,0.889241402874,2.541121302979,8.111730999592,-7.069997310778,8.229505580671,1.242030520856,8.309053236197,6.324850333536,0.927997270755,1.19445786349
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Zacatecas<C1>,NA,10.582989563143,0.45782522888,-6.407774117927,5.577786360557,5.082204637523,-2.511767544469,5.832206563532,5.149893408227,7.274276606878,9.803271732516,9.01013249518,12.777969123137,5.393581717977,11.364160235346,-8.137613370363,7.355117963293,7.069270135662,5.414898083958,-0.544027583714,-13.220441746783,10.522871006,11.180656681341,7.527858657248,15.51426670121,-1.135694938048,1.911823586441,9.078195526833,23.820299249962,11.802364589996,18.443001855258,-0.807459966298,-1.50555338725,-7.838098430125,13.464583550872,1.065456507525,-9.945789863544,-4.377220716117,-3.024397907529,-8.955411747811
