Descriptores,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<R>,2019<R>
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias<C1>,38.458233667516,43.654702402028,42.77138883628,37.356793252782,39.280821696015,40.858931617659,37.460514136277,39.048292736168,39.999376948172,41.984154779284,45.131116909016,46.704100779991,48.850233623337,49.95932275147,55.057869974771,46.636377834994,52.327048123727,56.361727012337,64.039804205413,69.492694726492,75.098915440327,76.267899003005,71.293910774685,75.553088299672,77.570719455522,84.037698378299,91.760436792355,96.337218472445,94.789657537802,96.211793516148,97.067348618541,99.533947692524,107.607873782616,100,108.229505580671,109.573749072555,118.67829021589,126.184514450445,127.355503300661,128.876711124423
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias<C1>,39.971098215134,42.763962456699,43.407347052814,43.426361109021,44.723481765,45.310515600806,45.049684273474,45.820779521123,46.597998483699,48.215458112466,50.095618820137,52.208526570487,53.963880541526,55.733172779804,59.441835180894,57.137954557055,59.602743261757,63.133266114028,66.023363990968,67.459489174695,72.082156005885,73.73012607434,74.609486688247,74.226760403546,77.610406503784,80.794328008664,83.257954098825,85.171719216451,87.605715019871,84.361127187174,88.283025153972,91.711700613045,96.42255378888,100,102.094778434635,105.842890431195,110.374400155777,114.280576611724,119.25915946927,120.723810652532
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Total<C1>,NA,8.546131904489,0.337805607715,-2.955899304352,3.315585530101,1.99755534688,-2.437237396014,2.17819663624,1.437915338271,3.412694244064,4.910726865363,3.877539698403,3.204057609226,3.926565720605,6.803606390487,-6.382697112888,5.735890521978,5.805666008276,6.121403803111,3.8173234249,7.184365122864,1.741134967163,-0.817036866413,1.293928255585,4.564099158868,4.67058694344,4.835810944806,3.102767316939,1.015363298492,-1.963756492507,3.582766926796,3.438118609861,5.819175396396,0.506583588991,3.740023604716,2.910655704136,5.265677681742,4.076536783076,3.523374696806,1.208211489293
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades primarias<C1>,NA,7.039185772075,-2.777341776402,1.467248080539,0.848474888829,2.546379622558,-2.092943116006,0.614841057911,-4.668741635321,-2.770617758427,7.46672094416,1.325447856222,-4.188235482506,19.586587948451,-3.938511462112,-0.772267260848,0.042900079188,-3.359440945736,-5.798501722472,4.044211490598,7.290605083459,-5.525143579241,0.804717281886,4.764657387365,15.489829654319,-5.887192814906,7.498258091006,4.040733497961,-10.620247691144,4.892912612691,4.071684594807,1.965191583623,2.5032700364,-2.515189640393,4.469155589127,0.703778419333,2.774101405208,-1.763958881981,7.121843926232,0.938440491093
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias<C1>,NA,13.511979721788,-2.023409889761,-12.659386872435,5.150411145341,4.017507408211,-8.317440879713,4.238539263275,2.435661447302,4.962021867699,7.495594817321,3.485364375418,4.595170033261,2.270386538342,10.205396996002,-15.295710029531,12.202213278372,7.710503522136,13.622856502242,8.514845710003,8.067352598572,1.556591804055,-6.521732332136,5.974111223113,2.670481381048,8.336881452395,9.189611999239,4.987750538335,-1.606399851669,1.500307117134,0.889241402874,2.541121302979,8.111730999591,-7.069997310777,8.229505580671,1.242030520856,8.309053236197,6.324850333536,0.927997270755,1.19445786349
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias<C1>,NA,6.987209174323,1.504501826196,0.043803774009,2.98694300617,1.312585274309,-0.575652966807,1.711655164923,1.69621505941,3.471092496243,3.899497757099,4.217749575939,3.362197875225,3.278660134377,6.654317735943,-3.875857158226,4.313750332525,5.923423418223,4.577773422525,2.175177235629,6.852507909181,2.286238591866,1.192674773159,-0.512972681746,4.558525903384,4.102441474423,3.049256242216,2.298597339246,2.857751171178,-3.703625764554,4.64893973986,3.883731275739,5.136589054989,3.710175753023,2.094778434635,3.671208316456,4.281354851631,3.539023949787,4.356455843289,1.228124690615
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Total<C1>,NA,8.546131904489,0.337805607715,-2.955899304352,3.315585530101,1.99755534688,-2.437237396014,2.17819663624,1.437915338271,3.412694244064,4.910726865363,3.877539698403,3.204057609226,3.926565720605,6.803606390487,-6.382697112888,5.735890521978,5.805666008276,6.121403803111,3.8173234249,7.184365122864,1.741134967163,-0.817036866413,1.293928255585,4.564099158868,4.67058694344,4.835810944806,3.102767316939,1.015363298492,-1.963756492507,3.582766926796,3.438118609861,5.819175396396,0.506583588991,3.740023604716,2.910655704136,5.265677681742,4.076536783076,3.523374696806,1.208211489293
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades primarias<C1>,NA,0.478845827248,-0.186307806311,0.095369206224,0.057663414284,0.16892269583,-0.139589530917,0.041151738816,-0.307701052978,-0.171609278428,0.434828243986,0.079068695515,-0.243708061692,1.058082804986,-0.244821120909,-0.043176535028,0.00254223211,-0.188359688111,-0.296952680811,0.183848521907,0.332152827051,-0.251969632261,0.034077492003,0.205068875818,0.68951877867,-0.289446869668,0.331470627327,0.183162533221,-0.485785069142,0.198028953644,0.176317266901,0.085500900456,0.107360573029,-0.104491557567,0.180085349138,0.028558184507,0.110154540264,-0.068385720187,0.260607817571,0.035533774693
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades secundarias<C1>,NA,3.221010950347,-0.504410863244,-3.08156233214,1.128358956018,0.895792044668,-1.89128473481,0.905703493695,0.530953927651,1.092318905614,1.674770157011,0.797936020211,1.048042143485,0.524797577308,2.321374681056,-3.590061821399,2.591314817802,1.737573975098,3.125200435443,2.091458223791,2.071203539387,0.402929952389,-1.685114140858,1.454833299976,0.68037109218,2.085561123025,2.379403752401,1.345077645357,-0.441127969351,0.401301266265,0.246258216744,0.685415309829,2.168999208207,-1.931405883036,2.078688839744,0.327301006142,2.154106222665,1.687111538912,0.252884487332,0.317336157634
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades terciarias<C1>,NA,4.846275126894,1.02852427727,0.030293821564,2.1295631598,0.932840606382,-0.406363130287,1.231341403729,1.214662463599,2.491984616878,2.801128464365,3.000534982677,2.399723527434,2.343685338311,4.72705283034,-2.74945875646,3.142033472066,4.256451721289,3.293156048479,1.542016679202,4.781008756426,1.590174647035,0.833999782443,-0.365973920209,3.194209288017,2.874472690082,2.124936565078,1.574527138361,1.942276336985,-2.563086712417,3.160191443151,2.667202399576,3.54281561516,2.542481029594,1.481249415834,2.554796513487,3.001416918813,2.457810964351,3.009882391902,0.855341556966
