Descriptores,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<R>,2019<R>
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias<C1>,19.762223024029,21.853657024107,21.953708579396,20.54696452312,21.693030307799,22.795514500122,22.222944165313,23.519032173532,24.730237261116,26.529183125027,29.12991103519,31.754554615189,35.812141799107,37.743698932,42.032953357379,38.612474125011,41.452467145451,44.38285402586,46.786140338112,46.531610829317,40.379926325788,44.629053885369,49.618875180422,53.354113971321,61.631613508899,60.931666394041,62.096572363774,67.733820618419,83.868219383159,93.766652409897,111.060037853468,110.163272509246,108.504705628478,100,113.464583550872,114.673499340051,103.268314066517,98.748032030013,95.761498615571,87.185662118672
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias<C1>,44.683489420469,47.192089564221,47.988701864059,48.28882885993,49.59956474415,50.34612665746,50.423126378897,51.312765976635,52.205918346896,53.755131753881,55.504884740384,57.430696372151,59.070466153743,60.869276868973,62.469028792815,65.567844092939,62.346137252536,64.875066069449,69.009999166899,68.681223839856,71.31583728762,71.869816019643,74.507642046083,76.190311798608,77.966674825296,80.641674435864,83.899958256658,86.36318246091,87.763642249408,86.390831827687,91.534122359642,94.805894722397,97.877160299919,100,103.260827900571,106.820527784927,109.538846124229,112.498348776183,114.067559129516,114.621299472308
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Total<C1>,NA,7.03492161016,1.057145274032,-0.597585535089,3.220345002055,2.496155246428,-0.476083470674,2.612456687032,2.002197159424,3.550719048699,5.091951708163,4.652089930685,4.861407893968,3.506262454314,3.77432867972,1.342946066061,-0.696577881373,3.45382324102,7.524906214098,-1.859994804064,-0.396607723599,3.606531544908,7.534727714529,3.435152240185,4.199319549247,-0.003070089122,6.101494489366,3.413457057907,9.012313341859,3.266581859762,10.894446487679,0.101102351846,2.658639418851,-1.25722389447,6.774990543978,1.974958531733,-1.192769905854,-0.238563061814,0.00641284575,-3.729927543106
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades primarias<C1>,NA,8.797202572667,-1.241375007062,2.826765116632,2.191165423835,3.568826043886,-0.400962991109,1.864694421408,-1.906688954159,0.026408221707,6.288817061144,2.399932477029,-0.905027777895,1.580388519586,-8.602162655457,6.770431343372,5.095963255549,-9.723252385039,21.903466404237,-13.520434312322,11.85857260545,4.202618557512,21.248966760566,-0.29142166423,-15.089165138444,-17.827645704262,40.213534068283,-11.101777685038,4.095415882749,-2.516961053003,5.628898566264,-18.245267908361,26.702290078082,10.41683967888,-0.715209737958,-3.247260334318,19.145763971977,-1.582529497206,3.040142250608,-11.074552738089
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias<C1>,NA,10.582989563143,0.45782522888,-6.407774117927,5.577786360557,5.082204637523,-2.511767544469,5.832206563532,5.149893408227,7.274276606878,9.803271732516,9.01013249518,12.777969123137,5.393581717977,11.364160235346,-8.137613370363,7.355117963293,7.069270135662,5.414898083958,-0.544027583714,-13.220441746783,10.522871006,11.180656681341,7.527858657248,15.51426670121,-1.135694938048,1.911823586442,9.078195526833,23.820299249962,11.802364589996,18.443001855259,-0.807459966297,-1.50555338725,-7.838098430125,13.464583550872,1.065456507525,-9.945789863544,-4.377220716117,-3.02439790753,-8.955411747811
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias<C1>,NA,5.614154526176,1.68802082551,0.625411782801,2.714366687215,1.505178356222,0.15294070577,1.764348348916,1.740604610298,2.967505325145,3.255043619862,3.46962549472,2.855214867962,3.045194718031,2.628176324956,4.960562634007,-4.913547006114,4.056271853169,6.373686144725,-0.47641694104,3.836002477048,0.776796225204,3.670283538391,2.258385457272,2.331481503033,3.430952540379,4.040446634557,2.935906352559,1.621593540896,-1.564213137167,5.953514306025,3.574374537508,3.239530185876,2.168881579294,3.260827900571,3.447289700005,2.544752769595,2.701783665493,1.394874120734,0.485449453831
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Total<C1>,NA,7.03492161016,1.057145274032,-0.597585535089,3.220345002055,2.496155246428,-0.476083470674,2.612456687032,2.002197159424,3.550719048699,5.091951708163,4.652089930685,4.861407893968,3.506262454314,3.77432867972,1.342946066061,-0.696577881373,3.45382324102,7.524906214098,-1.859994804064,-0.396607723599,3.606531544908,7.534727714529,3.435152240185,4.199319549247,-0.003070089122,6.101494489366,3.413457057907,9.012313341859,3.266581859762,10.894446487679,0.101102351846,2.658639418851,-1.25722389447,6.774990543978,1.974958531733,-1.192769905854,-0.238563061814,0.00641284575,-3.729927543106
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades primarias<C1>,NA,1.087568648207,-0.155993792884,0.347137916504,0.278353531294,0.448843555897,-0.050956006297,0.23715181137,-0.240725571579,0.003206353493,0.737569178354,0.284676054118,-0.105042630348,0.173341871526,-0.925956336637,0.64186719975,0.508993931794,-1.02782622772,2.020460419765,-1.413953481345,1.092809141242,0.434937665859,2.211751652453,-0.034201856766,-1.707093966835,-1.643555744287,3.046503974898,-1.111451377118,0.352461732935,-0.206845704328,0.436679385804,-1.348225281516,1.611516553441,0.775909737358,-0.059571511648,-0.251498552785,1.406892185521,-0.140226408862,0.265754976723,-0.99745266863
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades secundarias<C1>,NA,2.187928485702,0.09778839258,-1.360540663207,1.115087765932,1.039217780849,-0.526569216095,1.197660308719,1.0907287624,1.588208977997,2.217335202619,2.129302243166,3.145480016022,1.427943238652,3.06350481397,-2.354148118978,1.928726173462,2.004075355775,1.588722528941,-0.156484601444,-3.853731440088,2.672471184297,3.029082621961,2.108607557047,4.517606448751,-0.366614446444,0.610166768405,2.782936774176,7.702148871362,4.334609867863,7.333373176413,-0.342919974883,-0.633589681103,-3.164746211624,5.074195491794,0.426678517728,-3.947421799666,-1.58339036779,-1.048641758572,-3.010983755574
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades terciarias<C1>,NA,3.75942447625,1.115350674336,0.415817211614,1.826903704829,1.008093909681,0.101441751718,1.177644566943,1.152193968603,1.959303717208,2.13704732719,2.238111633401,1.820970508293,1.904977344136,1.636780202388,3.055226985289,-3.134297986628,2.477574112964,3.915723265392,-0.289556721275,2.364314575247,0.499122694751,2.293893440116,1.360746539904,1.388807067331,2.007100101609,2.444823746063,1.741971660849,0.957702737563,-0.861182303774,3.124393925463,1.792247608245,1.680712546513,1.131612579796,1.760366563831,1.79977856679,1.347759708291,1.485053714838,0.789299627599,0.278508881098
