Descriptores,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<R>,2019<R>
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nuevo León<C1>,30.126577160561,33.281434523417,33.646117056797,33.209036016315,34.478910572134,34.835043780159,34.085711528868,34.730705628326,35.409412632619,37.244821395685,39.471213189646,42.053098613686,44.190726105428,46.93445373208,49.548173001771,47.712135915981,48.950238670554,52.742058829069,56.769778013455,60.052864845555,64.569169666215,64.58966457993,66.76338067233,69.277186358344,73.087058203426,75.37980487276,80.346177992986,85.026768102716,87.550137068828,82.110860071374,87.879986380788,93.040915285508,97.93242795968,100,103.455579287799,108.703643442155,113.814113079753,118.964275099155,122.883859886278,124.679826133451
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Oaxaca<C1>,59.611293842051,62.350601013316,62.820275754971,62.625901194686,63.730840895727,64.083330791378,63.555182080806,64.058541972609,64.546630493776,65.850828991398,67.382554462948,69.108332275123,70.443157598004,71.596843916735,73.330011299783,73.075992346025,74.161834548122,75.620400813025,78.893151531068,80.845435034287,83.013220887469,83.737130623493,82.870755607558,83.661049344842,87.455645543153,90.881488038623,92.582677115094,93.696911472389,95.292133243292,92.189119249691,95.286438854707,97.778941110092,99.414423153465,100,101.578255217979,106.892333154507,107.634158303634,110.457494838501,111.984989719352,111.944253789288
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Puebla<C1>,39.570983243545,41.778680752508,42.444943061725,42.686370119171,43.886396657268,44.601055811587,44.734258445893,45.646685128612,46.596372078633,48.184087686524,49.992957389523,52.001492754066,53.787254011881,55.334299434592,57.503381835928,54.604416672774,58.246257991303,63.819644346645,67.367827163051,70.827890165716,75.199880959055,76.041981438743,75.57051180598,76.726070350913,79.24944318884,80.668210146563,83.851393306042,86.694479785115,87.561936499238,83.982241465902,89.516953204244,93.757430751109,97.351609070685,100,101.974931994431,104.250965688342,107.671643969941,110.505226833062,113.825336741878,112.368361991973
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Querétaro<C1>,25.215806684641,27.563668867965,28.130845585068,28.189098202813,29.350311244403,29.931245067957,29.806381143429,30.587232011839,31.397734432121,32.965648687027,34.797897845557,36.872252855076,38.672538561292,40.730089951059,43.751257030924,43.000225521992,45.744769817503,50.326935712548,54.077831567475,56.710842512267,60.974972991937,61.047196242219,63.419644058042,63.816720492125,68.294126644981,73.129295494786,78.810882268122,83.756463326814,87.915450132965,85.502091030825,89.676035053544,96.336416052554,98.602437999285,100,103.86783957221,109.222702340735,112.786413747668,116.180589079194,120.605786285731,120.291525762179
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Quintana Roo<C1>,27.462541609376,29.690044358614,29.614881969956,29.003613479746,29.856421451861,30.094298433644,29.657446338193,30.36744460916,31.222131097557,32.926233511716,34.907323555973,37.082139888669,38.998857891421,40.859794172144,42.928566845301,42.34571773838,45.36466780722,50.927965558324,54.502283092373,54.338629241109,56.854075272987,59.535864022679,60.24134546292,62.998890588524,68.186234344916,69.109707084766,73.070373643207,82.628716418368,87.122756231479,79.650380923014,85.952591739018,90.985326932581,96.16369718453,100,102.756401131431,108.928549465487,114.561734998446,121.496755062805,127.679678578383,129.124604891686
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,40.973400110594,44.3845048725,44.788419627748,44.322297001016,45.653426024159,45.994524055427,45.151740496106,45.761893291741,46.386234415399,48.196232344854,50.381929097179,52.902201178683,54.927520267896,57.544559157364,60.395991190156,56.863662835859,59.292990435792,63.355045575149,66.747605728017,68.623220210028,72.232129484432,73.387899501412,74.409808469738,77.20514403681,80.872086831943,83.496822041099,87.367094224729,90.21102247139,91.328418597108,86.626644204493,91.106792939959,95.435566769851,97.824861899586,100,102.386474652634,105.910672510118,109.142952661824,111.847392857335,116.326823358921,117.138603434792
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sinaloa<C1>,50.788488620018,54.050038918245,54.927501020067,55.086921036784,56.611858415132,57.322203422131,57.063385405457,57.898088581639,58.698942251383,60.383377791588,62.316014959984,64.464093916455,66.172870140103,68.322955549468,69.987609891441,67.410143903753,68.931534191204,70.135213838961,71.979510326568,72.841718409555,77.212893911593,79.530949463856,80.087145103788,80.498633405196,82.170557864672,84.783995501424,86.480308229932,86.963170985231,88.736227044412,85.061071977494,90.07539246749,94.133299815616,98.160039476306,100,101.979898825792,106.513194062714,111.425441282228,114.863834034529,116.577573129478,119.65816023628
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sonora<C1>,35.319304161674,37.832484420605,38.297072402255,38.192757373927,39.356431773553,39.870706153868,39.606905390787,40.373905488936,41.18573950519,42.841872177465,44.787882880682,46.996013313326,48.902790366943,51.16986817269,54.009364346293,53.040883250743,55.118547918921,59.473229261081,65.025501137557,67.529060626044,73.063575815124,74.161239164446,71.500286000097,74.263874747624,77.107854471888,79.496783588521,81.758489870243,83.29516868029,85.350807955487,82.770634554066,88.718732868364,93.519954808669,97.675202734227,100,102.371430561029,106.193806818655,110.362844144531,110.727747187947,114.122347837315,113.293760273521
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tabasco<C1>,43.572411497572,47.288495634926,47.505134150498,46.694919503256,47.925936359263,47.991251043031,46.674797980132,46.995528491747,47.304085824787,48.931474169255,50.948230646368,53.304122762497,55.060959390314,57.567674014744,60.189705790412,59.517568745609,60.241368209192,64.741290458529,65.651020855792,67.350730881417,71.191837574535,71.570215433579,71.94444796632,73.16716688657,75.935912259987,79.396251613878,82.963958560599,84.919762960895,87.536522949701,84.033143819899,87.645902512765,92.226846166134,96.726678589952,100,101.420655520052,104.893295507646,104.294713424094,103.690996719675,103.124447751345,105.190378844527
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tamaulipas<C1>,37.72733443467,39.869135040469,40.47666737405,40.677084238558,41.864260448158,42.584477792567,42.742531980863,43.707557542331,44.733897984016,46.424787664479,48.361830345113,50.523833733835,52.486120947376,54.67027473594,58.218779452503,55.990268998978,58.240675720103,62.493985902087,66.524893859625,69.359244622584,74.256136307771,74.446736219059,77.431792878134,79.226211871218,81.66913727508,84.399796971708,87.040679342218,89.252231580488,90.121316378721,85.231892749184,89.619768508897,94.222511983285,97.496859495104,100,100.731698206571,105.045579493807,108.943729644774,110.960228085147,113.211164978708,114.415609035949
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tlaxcala<C1>,36.900101886058,39.597732634068,40.052197795733,39.873906108364,41.063991176483,41.532786850758,41.138904564063,41.854371184309,42.603674430436,44.259255125699,46.216152766188,48.443278091032,50.325715186714,52.581102179372,55.897403513646,55.800118979981,59.830175402764,66.32653657932,68.216495500419,70.345016985883,74.57914504283,75.378482066749,76.083640273968,77.429911527359,79.327363748346,80.61368147125,85.869809699778,86.681503626272,90.442944057088,88.000927008377,91.058232585325,94.906228385226,97.033837053764,100,100.647449279292,104.127676131413,105.608630669779,107.02787557478,107.989189466349,108.294678270186
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,51.072316241687,54.301031200104,54.892164088577,54.698173099457,56.021347497684,56.45379796535,55.830281455363,56.420153401859,56.982598654225,58.521581627197,60.3385378337,62.396175846749,63.981941082852,65.806989028143,69.231690772712,68.446023264656,69.367931935028,71.933465315436,74.123513420131,75.398308215859,78.191413553544,78.558968929631,78.657416042525,79.561201358324,82.471241630531,84.197995530318,87.706981268196,89.988783844357,90.619274788892,88.067346862774,92.905423996521,96.272836212931,99.956131280367,100,102.391005195182,104.946704324637,105.324384735862,107.81383353523,109.659784170505,111.570536258711
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Yucatán<C1>,39.971098215134,42.763962456699,43.407347052814,43.426361109021,44.723481765,45.310515600806,45.049684273474,45.820779521123,46.597998483699,48.215458112466,50.095618820137,52.208526570487,53.963880541526,55.733172779804,59.441835180894,57.137954557055,59.602743261757,63.133266114028,66.023363990968,67.459489174695,72.082156005885,73.73012607434,74.609486688247,74.226760403546,77.610406503784,80.794328008664,83.257954098825,85.171719216451,87.605715019871,84.361127187174,88.283025153972,91.711700613045,96.42255378888,100,102.094778434635,105.842890431195,110.374400155777,114.280576611724,119.25915946927,120.723810652532
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Zacatecas<C1>,44.683489420469,47.192089564221,47.988701864059,48.28882885993,49.59956474415,50.34612665746,50.423126378897,51.312765976635,52.205918346896,53.755131753881,55.504884740384,57.430696372151,59.070466153743,60.869276868973,62.469028792815,65.567844092939,62.346137252536,64.875066069449,69.009999166899,68.681223839856,71.31583728762,71.869816019643,74.507642046083,76.190311798608,77.966674825296,80.641674435864,83.899958256658,86.36318246091,87.763642249408,86.390831827687,91.534122359642,94.805894722397,97.877160299919,100,103.260827900571,106.820527784927,109.538846124229,112.498348776183,114.067559129516,114.621299472308
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,8.497844916986,0.940366737364,-1.069959717549,2.99859213407,0.676325837475,-1.97667923551,1.216919331577,1.204613460387,3.784969084038,4.357857471119,4.889857747853,3.684262010303,4.404776129706,4.662804260281,-3.584344345087,3.97512304748,6.580293550882,4.826433153739,3.538146283839,5.734842518803,0.327503360917,0.878549143799,1.122768323465,4.043964493385,2.698556833138,4.416400290009,3.058093201572,2.343987791364,-4.120992461588,5.651090157272,4.488542747584,4.080008582725,2.176107808912,2.734289537247,4.332462347496,3.443229542528,3.099377448199,2.927091842838,0.585359385447
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,10.002907755769,2.21864481548,0.272238049588,4.502348208996,2.241278476827,-0.281624102218,2.999107192123,3.061447878455,5.578000936473,6.183146730068,6.60795950461,5.475904618935,5.533971933388,5.996472051036,-1.508617762283,6.478285075025,10.265153484442,8.74287058486,1.096801153428,7.708434872775,3.48733257523,4.938309923388,2.298263254157,3.897806610374,2.167617307891,3.754089830232,5.075858465016,3.658054681993,-5.849162572862,4.540709170369,5.48064939394,4.52689023454,2.359038877989,4.44371848561,6.37177659025,6.84173852358,2.781684617507,4.129969583368,-0.177027439122
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Baja California<C1>,NA,8.76805252504,0.638362673361,-1.362605842322,3.094379309759,0.747315858887,-1.660517253953,1.631618864791,2.024600460062,4.936208542152,4.035345979659,6.211259494959,5.125980620543,-0.3829985706,6.282849944571,-3.777578607511,5.401935066721,11.091805044787,4.35747705636,7.920822627536,9.695121275362,-1.486192469838,0.001784511407,4.031572252627,3.969428590273,4.056644822729,3.685368273434,2.723579220646,0.542465602641,-6.089366840555,5.68755049766,5.389099952687,3.955636335856,2.88504423881,1.817824074811,4.949157659267,5.959325401647,3.442017232329,1.739797132519,1.297836881376
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,8.428508815784,1.609979425248,-0.220272605554,3.485377357795,1.256204673786,-1.120422164095,1.480396293027,1.585698549327,5.335891638389,3.372999123151,7.841514590251,9.00712902497,-1.01065951091,4.848236269688,-1.177816294586,9.851816997743,3.010456957466,0.614137964322,1.15261086561,6.459371431732,0.772884326673,0.103972984329,5.528642219083,7.96110050875,9.924644056366,8.111675714502,9.067869671945,-0.669890186643,-4.758456817778,8.633305340997,5.151141664293,5.418141987152,-0.2193314479,2.230548588539,5.643476148756,5.924944400552,5.025656922202,6.812399523785,4.045756851138
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Campeche<C1>,NA,4.733498077475,0.789643497645,-0.259817636824,1.949947854479,0.74511009522,-0.624616607161,1.105059959136,1.127465794191,2.469950644622,2.821838037964,3.094977012599,2.488713114408,2.340185343818,2.845212879462,2.251668307433,-0.023416857208,5.252950456505,-2.28980755269,0.887875978346,6.394681661078,2.638052913371,0.679042581192,4.434145791424,5.282143256309,4.058640771679,3.583745209662,1.530039719657,4.127396263909,-4.367494898266,3.941292312516,5.589147674357,3.396126551099,2.213353574788,1.539126124722,1.201814249185,-3.379422792769,-0.674859875252,2.168837240767,-0.229900377633
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,6.410227714807,1.521517168705,0.281634666553,3.053570348899,1.616850240049,-0.001220165875,2.157689300231,2.224760755326,3.87661997912,4.309912880663,4.635429068359,3.923883620411,4.04706216051,3.801549897168,0.099358292414,5.886711343249,6.193604577902,6.858002101525,3.879144938378,3.959772822236,0.476934175208,3.208896753174,2.048514711002,4.330660141108,3.701995685173,4.593854361116,3.509688422408,1.71403392611,-5.01648244814,7.563442564375,5.172420717589,4.166335101071,1.477395200461,2.025211005483,3.586794186927,3.34002819889,3.504434329771,2.797380231015,0.884397415358
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Colima<C1>,NA,6.688434576895,3.157590742363,2.11254979639,3.718816751008,2.56905764578,1.315004111822,2.522654522855,2.375103096193,3.269928234296,3.40255144351,3.484138897675,2.876719291913,2.317333246413,5.930187310952,-4.228037411003,6.487429831421,4.861942195946,6.154206689337,2.616790130751,1.238651721115,-0.05749203731,-0.081852247002,1.689591924469,2.770017189589,3.743817918826,5.461478625144,4.807334270826,2.544896870984,-2.655194249099,7.42257468384,4.868258471594,4.64008461958,1.233123429365,4.657621664155,2.641126998784,3.549430552839,5.24263022905,4.416505625028,0.627894782118
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,5.308360781064,1.379506113305,0.324558266775,2.447372255135,1.243687590527,-0.105409106932,1.537003119169,1.528993767126,2.781374399574,3.08362826236,3.309799894636,2.701203848727,1.948801681226,5.302691200296,-1.103908695253,0.846223084573,4.565571628611,4.610225184112,3.841077255129,4.372836108458,0.57776537374,1.632024894221,0.212232346506,3.236508486756,3.140137123098,1.180423739603,4.718504122904,0.462537653339,-1.678750644195,2.959854796275,4.786205430196,2.869164069736,2.692645199653,4.326547552774,0.220069148476,2.540734815429,0.856652423339,-1.87900003924,-0.283315119012
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,8.428817517392,0.863692656536,-1.072310704793,3.16303250485,0.910771855406,-1.659068507944,1.683145894286,1.765969185696,4.40631860275,5.082086636943,5.575881305988,4.423353359824,5.155066870875,4.497546566385,-2.687314809649,4.80847571204,4.440093667686,8.755226968131,5.804704355987,9.043871067075,-1.070423295178,1.254747094218,2.856320749789,3.444523765717,3.592691416804,6.481473505863,3.459506717124,3.583709796588,-8.040746680904,5.530478529238,4.408118599111,4.16084132633,1.290204086831,1.288380733527,5.152576286247,4.514215558932,2.646326313963,3.340995117965,1.250871668146
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,11.525075818052,0.185404588258,-2.872175065477,3.083823144083,-0.476860768614,-4.658595674115,0.089897900651,-0.044607324606,4.019779209791,5.002732800168,5.715847160429,3.705232694293,6.499093223638,4.658083794423,-4.763459368806,4.2287976673,6.603397408612,3.373798318463,3.542595321453,5.851558268335,-1.411229736413,0.63355467653,-1.270624671465,4.576235848744,1.504509585478,4.450665905144,2.158059123911,2.5860807044,-3.669444473369,4.778233070296,3.377710598089,4.05544688114,2.398331109652,2.672253621355,5.689020329692,2.827553551544,3.203037301665,2.918284988912,0.543310968567
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Durango<C1>,NA,6.520827989217,0.808945589754,-0.688827419447,2.498174613971,0.7690045282,-1.201737800669,1.302904436292,1.342673553025,3.30813421338,3.816375233089,4.201178286821,3.321649767418,3.758925086066,3.935816546913,-2.203895409129,4.248524474295,5.524595368191,7.09840687053,0.016520660702,2.227722431985,1.839126174193,2.461834474248,2.768164918815,4.199158157133,2.983556662379,3.200191113829,2.163199617433,2.201520403199,-3.21577703095,6.025638863878,3.509220561016,3.471389896756,2.217312863363,1.616650197022,2.145948599551,4.42683272927,0.396918287932,1.627251430497,0.140973337876
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,8.727939226199,1.720109006672,-0.149278041147,3.524717708025,1.379990782453,-1.04370487485,1.812937622078,1.759813958954,4.007515860339,4.53244306659,4.914480895744,3.799207153013,4.554840717812,4.497748045334,-2.809812999848,4.074917663727,6.066755260777,4.792301569668,2.136421132118,5.349423427025,1.083283681847,2.755313920926,1.105132135448,2.67448442805,2.298886783058,4.508372540084,3.444410879831,3.324493778072,-3.778196230656,7.790731232937,5.654316436253,3.943406514934,2.131934198268,1.686150709911,3.80868314086,2.64614649262,5.315859182446,4.125833335516,-0.436096450029
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,3.170793319737,1.038962208175,0.414673554803,1.498029063908,0.797578559432,0.012595579479,0.842294837384,0.783389079602,1.409597366275,1.532653700499,1.62140143459,1.245300128392,0.090654539151,3.707571190931,-3.632351913586,2.30812097299,2.893503473677,3.759721060212,2.849991776883,2.602004732915,-0.947806565795,-1.655909618501,-1.264662119257,5.315762731334,1.06725290649,0.891947728975,1.235322940102,0.045615125507,-2.119345911096,5.12186045556,2.049794572057,1.708418909585,-0.624812403722,2.405581962164,3.428658557663,1.204060031156,0.816639426704,2.56552212039,0.08302967524
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,6.495764017263,1.867944174245,0.580952093848,2.939343328215,1.483195417839,-0.14572681094,1.666463920122,1.582284434573,2.972980311614,3.270580262651,3.486659701332,2.72443497227,2.35237789125,1.573631176774,-6.568086416109,5.732627742438,6.59554282517,7.888584657318,2.161789157137,4.814448838274,-0.693533867479,0.474564414877,-0.156287753588,2.708142078197,1.72746324725,4.815524930148,2.172267089546,4.412553327064,-5.250170981304,8.392515850211,5.898961239599,3.654634146782,5.126362681112,4.570375578662,5.900802993908,4.895327415843,2.902305921336,3.633686931679,-0.722430773575
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,8.009902202702,1.556478544693,-0.199203511032,3.155983469016,1.148802849322,-1.125397579248,1.48124987663,1.40121890661,3.457252890586,3.929577800195,4.276987460252,3.217864162306,3.877127954968,3.862919785277,-5.719672701261,4.033303059584,6.368162433032,4.741380220412,4.938123830793,4.351279572684,0.341600435976,0.216645269822,0.35924494223,3.948030248262,2.360087386414,4.120058534382,2.904989624176,2.775168832659,-3.936075922341,5.575542089556,4.199768769406,4.172091854071,2.201306108716,2.990668064634,2.579567895701,6.155788997279,2.372926742616,3.704971752892,1.01633849712
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|México<C1>,NA,9.871732231746,0.719874115605,-1.639187207868,3.395940448818,0.647585321772,-2.506778371897,1.484180644465,1.545160074465,4.758950406402,5.562237090479,6.139004131355,4.698999551474,5.438677354087,5.184604479433,-4.626044255838,6.149444059001,7.522508402916,5.790108650586,3.426387653376,6.958876003025,2.881741422406,0.469523304476,2.06772827176,2.971688609324,3.430396025325,5.617635517839,3.550545954811,2.29679055845,-3.677247788952,6.437985235361,5.373643350723,5.306422374642,2.082525871227,4.326444313015,4.152835073669,3.483685923828,4.17183363613,3.90198515912,-0.141013900403
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,NA,5.299150840884,2.091675620413,1.204636138485,2.865807349881,1.864319261778,0.75133790481,2.023871071056,1.979345475406,2.938592450902,3.14991870646,3.305976591208,2.79542767271,1.968990709184,5.503307170582,-1.423597824457,2.268506389537,9.79680667541,1.734711326168,3.594836612973,2.553394778408,-0.747969608036,0.046868146232,3.012831344691,1.980885226294,2.797762963098,3.665881472732,1.113642521135,2.086049057732,-1.212139425153,4.136280973806,3.857117835147,3.482579896632,2.032138370452,4.467124389734,3.695382622565,3.54292420813,3.916085731591,2.664377496262,0.713087216963
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Morelos<C1>,NA,5.344934006247,0.961082227534,-0.156256905679,2.372381341629,1.07837422603,-0.388034589403,1.593013203187,1.668797967316,3.194235550539,3.608770108479,3.926350141075,3.291213265899,2.718130961767,2.47351359148,-5.704715962776,2.99528409391,6.204362204926,6.462128225083,4.284032774637,5.993736172395,2.263478049495,0.36245922763,3.127074480686,2.724950703779,2.260480116082,3.033961767714,-0.128302402028,-0.316701259109,-5.086091795389,4.106620478071,4.455573410548,4.232999674292,4.035330402423,0.659154707208,4.44070097697,3.723222752684,1.592868932693,0.558799155319,-0.849751187497
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Nayarit<C1>,NA,6.857982513852,1.214789424962,-0.328664377624,2.609870916753,0.862341089874,-1.062220745723,1.236369353867,1.25882831222,3.012048705476,3.406916183523,3.644199217246,2.847472664974,2.129940416389,2.142015760355,-6.156402251501,2.578763861001,2.833836460268,8.843576062643,1.713639298519,2.270349429176,1.48639747987,-1.457685530481,-1.32589548223,3.608668725735,3.607228037017,4.746757470131,-0.984776393099,5.819051276622,-2.495531228641,7.168966844594,2.916146121291,-0.504351379573,4.049494649921,3.328428075236,6.999613586144,4.775367982339,3.767813349712,1.177116307428,-0.651142595724
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Nuevo León<C1>,NA,10.472007311158,1.095753649451,-1.299053438301,3.823882617955,1.032901568279,-2.151087439474,1.892271190851,1.954198718439,5.18339228642,5.977721762465,6.541185880542,5.083162863643,6.208831283074,5.568871184934,-3.70555960908,2.594943049193,7.74627511836,7.636636251609,5.783159538376,7.520548490526,0.031741021019,3.365424029582,3.765246248317,5.499460999145,3.137007735285,6.588466405039,5.825529261813,2.967734776257,-6.21275668955,7.026021045693,5.872701074802,5.257378067662,2.11122309882,3.455579287799,5.072770546049,4.701286429574,4.525064493358,3.294757845459,1.461515164673
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Oaxaca<C1>,NA,4.595282193545,0.753280215462,-0.309413732986,1.764349382543,0.553091549864,-0.824159268955,0.792004483856,0.761941352608,2.020552409389,2.326053437763,2.56116412613,1.931496939569,1.637754975884,2.420731540993,-0.346405174711,1.485908254185,1.966734336859,4.327867457534,2.47459185662,2.681395495321,0.872041499275,-1.034636617572,0.953646110126,4.535678464503,3.917234243934,1.871876344881,1.203501985485,1.702533995876,-3.256317062059,3.359745304245,2.615799567434,1.672632189309,0.589026046684,1.578255217979,5.23151133589,0.693992849847,2.623085997386,1.382880250077,-0.036376241286
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Puebla<C1>,NA,5.57908176144,1.594742335604,0.568800521407,2.811263957902,1.628429784062,0.29865354504,2.039659791885,2.080516794035,3.407380311093,3.75408104594,4.017636622083,3.43405768419,2.876230532925,3.919959994976,-5.041382038062,6.669499539486,9.56865994065,5.559703211653,5.136076296911,6.172696635619,1.11981624033,-0.620012293003,1.52911303274,3.288807606575,1.790254796292,3.946019322476,3.390625208452,1.000590483123,-4.08818623303,6.590335815923,4.737066438342,3.833486360262,2.720438783289,1.974931994431,2.231954117935,3.281195775035,2.631689048894,3.004482234883,-1.280009171604
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Querétaro<C1>,NA,9.311073060984,2.057696745016,0.207077379061,4.119369244219,1.979310606679,-0.417169163006,2.619743955673,2.649806363544,4.993717805646,5.558055829341,5.961150350881,4.88249446892,5.320445634843,7.417531077137,-1.716594127574,6.3826276774,10.016808289397,7.453058291391,4.868928484135,7.519074467548,0.1184473674,3.886251886833,0.626109528019,7.016039242268,7.079919002318,7.769234935049,6.275251483503,4.965571182158,-2.745090991959,4.881686485555,7.427158209028,2.352196645446,1.417370634107,3.86783957221,5.155457926707,3.262793659706,3.009383150633,3.808895480398,-0.260568363451
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,NA,8.111058258635,-0.253156875586,-2.064058505553,2.940350769435,0.796736414529,-1.451610830582,2.393996647149,2.814482744259,5.457995192049,6.016752701312,6.230258040863,5.16884410799,4.771771229567,5.063101063214,-1.357718530463,7.129292476495,12.263503779518,7.01837879221,-0.300269717118,4.629204061656,4.716968373535,1.184968844952,4.577495911509,8.234023977141,1.354338964048,5.730984438384,13.081009852,5.438835320104,-8.576835297326,7.912342342839,5.855245422784,5.6914344615,3.9893462167,2.756401131431,6.006582817319,5.171450056575,6.053522203075,5.088961851188,1.131680725853
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,NA,8.325168896648,0.910035509935,-1.040721308335,3.00329430831,0.747146623974,-1.832356300298,1.351338373519,1.364325378055,3.902015225565,4.534995052488,5.002333429199,3.828421207603,4.764531289059,4.955172260498,-5.848613930642,4.272196827956,6.850818468593,5.354838153884,2.810010129282,5.259020581311,1.600077452,1.392476110188,3.756676202451,4.749609421601,3.245539112414,4.63523292147,3.255148030156,1.238647002446,-5.148205197067,5.171790707822,4.751318414583,2.503568858659,2.22350234713,2.386474652634,3.442054108651,3.051892765006,2.477888062906,4.004948517038,0.697844273944
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Sinaloa<C1>,NA,6.421829802081,1.623425476436,0.290237155808,2.76823853947,1.2547636253,-0.451514424119,1.462764906517,1.383212623012,2.869618217296,3.200611226264,3.447073690207,2.650741086756,3.249194730125,2.43644954845,-3.6827461199,2.25691594669,1.746195934678,2.629629805994,1.197852109684,6.000923093907,3.00216121276,0.699344901175,0.513800686583,2.076960053546,3.180503704327,2.000746389075,0.558349947152,2.038858564026,-4.141662530996,5.894965080293,4.505012120364,4.277699462972,1.874449657427,1.979898825792,4.445283128459,4.611867349149,3.08582376945,1.491974483834,2.642521219223
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Sonora<C1>,NA,7.115599580972,1.228013409018,-0.272383818878,3.04684573631,1.3067098747,-0.661640559019,1.936531245201,2.010788915322,4.021131324026,4.542310137977,4.93019604996,4.05731660876,4.635886395717,5.549156710782,-1.793172549375,3.917100434311,7.900573412359,9.335749791056,3.850119483417,8.195753262035,1.502340033425,-3.588064593215,3.86514362687,3.829560111062,3.098165722539,2.845028666101,1.879534238568,2.467897367598,-3.023021648215,7.186242254084,5.411734123197,4.44316716583,2.380130473953,2.371430561029,3.733831047078,3.925876141718,0.330639397928,3.065718156088,-0.726051977983
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Tabasco<C1>,NA,8.528525297622,0.458120971418,-1.705530700481,2.636297201287,0.136282540789,-2.743110534288,0.687159935328,0.656567428738,3.440270150227,4.121593537397,4.624090152377,3.295873821326,4.552617048789,4.554694662488,-1.116697674422,1.216110602025,7.469820794427,1.405178041432,2.58900776175,5.703140326541,0.53149050781,0.522888649242,1.699532006727,3.784136370497,4.556920765031,4.493545821372,2.357414513758,3.08144994471,-4.002191327402,4.299206870814,5.226648961373,4.87909172966,3.384093672775,1.420655520052,3.423996788216,-0.57065809655,-0.578856477571,-0.546382025685,2.003337848813
