Descriptores,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<R>,2019<R>
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Durango<C1>,1.178022181158,1.156556595411,1.155050795502,1.159500679105,1.153867257887,1.154929462987,1.16405997079,1.165048855051,1.166638177389,1.161278116396,1.155252585702,1.1476674984,1.143653791039,1.136579114746,1.128684437573,1.14484458522,1.147854941293,1.136485218663,1.161117026391,1.121624147502,1.084420984535,1.100759829263,1.11803621661,1.136228093818,1.137922910059,1.141080771718,1.127789824113,1.11799678558,1.116440484272,1.126981051803,1.130976365952,1.12037625403,1.113824737242,1.114273914745,1.102151804703,1.079053815648,1.089314136951,1.060760841668,1.047364759207,1.042737502432
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guanajuato<C1>,3.320544528275,3.327586496713,3.35329137505,3.384498417075,3.401786723015,3.425563097921,3.458167201886,3.478530703537,3.497613647633,3.505113603059,3.510977486818,3.511801697278,3.515694906715,3.520748136343,3.515195816536,3.543434273517,3.546835237644,3.529745439497,3.528596151101,3.480825139616,3.468137018728,3.494262952507,3.559270921862,3.558650171736,3.511809391558,3.498142548725,3.501223789224,3.51434827662,3.548017470082,3.560702697508,3.632813886692,3.673345017987,3.668523856536,3.666937850297,3.62952619392,3.611304920238,3.583477966723,3.660517359733,3.703149614907,3.665543706782
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guerrero<C1>,2.727443527523,2.593530891647,2.5960641735,2.63502305028,2.596633998581,2.599761336986,2.65252061623,2.642703095595,2.63170388383,2.571470932658,2.501855385243,2.423895464195,2.366878241636,2.269076197486,2.248366866831,2.247247353349,2.211217908131,2.134728193469,2.113005233793,2.09896138496,2.036770858344,2.010880509167,1.96035942446,1.914076852828,1.937473881003,1.90669829031,1.842339936127,1.809754795622,1.769112535692,1.806045938481,1.796999054518,1.755057344447,1.715066226743,1.668051677417,1.662714596444,1.648310951405,1.612631017165,1.576925523799,1.571385985921,1.563538383926
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Hidalgo<C1>,1.513655407001,1.48572433997,1.499377196797,1.524398307846,1.523521414506,1.535731664276,1.564417201476,1.571365400372,1.57722935342,1.564889488237,1.548585314161,1.527868612524,1.513724811176,1.483967876185,1.440167849497,1.395599471336,1.419189466243,1.419392520754,1.460855296991,1.44143580117,1.428888485918,1.414346627599,1.408682644088,1.390864855607,1.373007515591,1.360024676952,1.365223279454,1.353488631625,1.380845196449,1.364582817697,1.399990899062,1.418888406873,1.413089417576,1.453891264784,1.479875475791,1.502121177733,1.523207400363,1.520295832752,1.530732672555,1.510830401116
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Jalisco<C1>,6.8324173721,6.801690233877,6.843205851447,6.903437950319,6.913987039313,6.946434587524,7.006760765975,7.025059098947,7.038706351099,7.016480608079,6.987685306233,6.946856337682,6.915607633362,6.880657050829,6.82807169549,6.676849624652,6.680585702866,6.667289059876,6.66187942726,6.751957161442,6.663606363164,6.664542670317,6.620813982214,6.570823793436,6.564765133296,6.543129265266,6.524559362374,6.514866446968,6.542313949836,6.554931748929,6.550244505031,6.532141657445,6.537920874616,6.539533232865,6.555852963187,6.445707778961,6.61473155805,6.568123358015,6.617762487184,6.646117681373
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|México<C1>,8.099060530243,8.201617373953,8.183701884086,8.136614183811,8.168003641343,8.165671885243,8.121512846551,8.142957543745,8.170358039881,8.247033652912,8.342211529235,8.441559965642,8.524175857746,8.608589197661,8.651507632359,8.558034485625,8.736999546247,8.814238315821,8.895268121308,8.885666607098,8.988531029058,9.217370054272,9.179996969956,9.265781107455,9.170288075476,9.235636376604,9.341885698896,9.386524961956,9.382196246469,9.425618677603,9.495821199265,9.57625831562,9.689098960362,9.680224824573,9.830246947219,9.813322392575,9.817160357749,9.919280027472,10.01323235458,9.940922184076
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,2.718570187428,2.638422288079,2.668515689913,2.729870104736,2.726350782722,2.75852206803,2.835292528619,2.857896894104,2.879774396955,2.856289553439,2.82322809589,2.780596159132,2.7567594717,2.692443692499,2.714065574077,2.774889801285,2.729343587729,2.811713125087,2.728785235812,2.730279329909,2.648128160078,2.619741225697,2.598143086009,2.646704396702,2.594223111569,2.59672911402,2.578064478407,2.529422794154,2.523047860693,2.59959407888,2.562321496287,2.546837371579,2.532218294147,2.528650316724,2.571301445362,2.555600445111,2.558063435999,2.578327298394,2.571746294701,2.57501201428
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Morelos<C1>,1.379364528767,1.33928065912,1.339555513038,1.351927444106,1.343707996262,1.349074060529,1.37093823802,1.376032262547,1.38234356433,1.374475404754,1.364609332559,1.35207416948,1.346948694848,1.325188919176,1.297469198158,1.268935275488,1.256977105341,1.252543479956,1.272087970168,1.281252063462,1.284389232063,1.309173513145,1.302475842982,1.328291595408,1.311452224288,1.305858020214,1.288568892962,1.248728351304,1.216264521009,1.204021840269,1.18642074195,1.186046389851,1.187789803733,1.209403130829,1.184974339121,1.186203678442,1.189414415165,1.172034456243,1.145066623163,1.12872928314
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nayarit<C1>,0.932291051094,0.918200180951,0.920696456421,0.927595351748,0.924094566089,0.925801975279,0.934438771804,0.934618335211,0.935119006009,0.928154871005,0.919697234852,0.908775028161,0.901440711013,0.881799564325,0.860561549381,0.837604550105,0.826355736217,0.797308093316,0.82786241494,0.813274161111,0.78662653348,0.795712943815,0.777285119606,0.758463345136,0.755290110767,0.761972876284,0.76438363944,0.734397606529,0.759333886238,0.772207066996,0.783301274382,0.771513759226,0.737531279437,0.751053828136,0.755397363536,0.774708314016,0.784684981694,0.789772418943,0.776344638298,0.766800986128
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nuevo León<C1>,5.196158035124,5.290704242885,5.298848716911,5.286578096533,5.328937535677,5.347811583576,5.338296478332,5.373915310399,5.413717919756,5.486663634506,5.571828764526,5.659548566869,5.735906802595,5.835020009961,5.885533835508,5.878134450701,5.800107290374,5.863560091681,6.02075130995,6.15129900641,6.255185399087,6.236745308303,6.390494597997,6.557487068477,6.649221361391,6.677608879136,6.816516253222,6.999561294114,7.042220910444,6.888582839253,6.9782300479,7.070670567942,7.150655109432,7.14611424177,7.196286574514,7.247349013092,7.335489893641,7.43692710083,7.463492558087,7.528503829886
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Oaxaca<C1>,2.356852611294,2.272078898484,2.267867745381,2.285302466951,2.257917451812,2.255153615862,2.28166883234,2.27209024636,2.262152053386,2.223693894764,2.180399500516,2.131991746719,2.095950783584,2.040402173927,1.996692949023,2.063748141117,2.014341011297,1.927145890855,1.917980179461,1.898278490911,1.843459354004,1.853464924672,1.818313520006,1.815272491638,1.823851507729,1.845494330196,1.80052146673,1.768120020198,1.757038105937,1.772883781286,1.734433746164,1.703347572655,1.663949048462,1.63810324904,1.619670225529,1.633627174738,1.590209855008,1.582863512308,1.559115865875,1.549478699134
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Puebla<C1>,3.114192022201,3.030415344972,3.05006090322,3.100584672545,3.094945499623,3.12421464309,3.196734406096,3.222719021654,3.250610935253,3.238784615843,3.220046191687,3.193269605517,3.185563808569,3.138925333651,3.116646810733,3.069547904979,3.149091140648,3.237387370743,3.260033178231,3.310346082664,3.324054417834,3.350305356399,3.300536218646,3.313798864166,3.289747127518,3.260651450726,3.245962681721,3.256436254939,3.213691314139,3.21479091972,3.243370638209,3.251084923626,3.243384456536,3.260663198694,3.236562100554,3.171400930437,3.166433239045,3.152069388072,3.15443941409,3.095939925357
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Querétaro<C1>,1.177769645818,1.186597428746,1.199732123586,1.215218849594,1.228442229082,1.244341115945,1.264138063129,1.281658493655,1.299960463259,1.31510066672,1.330225370305,1.343811627644,1.359341455212,1.371263395603,1.407355071873,1.434618151958,1.467836192407,1.51516427287,1.553129587982,1.573092058671,1.599637339702,1.596304118381,1.643898064927,1.635824151937,1.682552394937,1.754334040543,1.81066611035,1.867189565148,1.915018394737,1.942499661923,1.928353415349,1.982586051889,1.949673527248,1.93519568291,1.956548253156,1.97198190177,1.968542176455,1.966823857928,1.983674158478,1.966991362635
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,1.318250903651,1.313551438309,1.298019944724,1.284976787659,1.28425018742,1.285786172219,1.292673570945,1.307706400899,1.328508183497,1.349923894224,1.371382578443,1.388907643778,1.408794436463,1.413746515037,1.419153576448,1.451927548339,1.495972944505,1.57574312018,1.608692283437,1.549054068702,1.532856061406,1.599920603286,1.604780379693,1.65960560988,1.726441262086,1.703843931939,1.725295027916,1.893088625925,1.950334984817,1.859695892982,1.899498997675,1.924344308878,1.954138101761,1.988816641942,1.989244696749,2.021164151072,2.054931632652,2.113812351959,2.158210648318,2.169932796963
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,1.781604381297,1.778768930006,1.778234433781,1.778759984422,1.778841189798,1.780092516076,1.7827134044,1.785080900165,1.787897952511,1.789914299951,1.792952509988,1.794875132056,1.797370667572,1.803563998901,1.808602124941,1.766128081115,1.771174195324,1.775669836474,1.784620563805,1.772070148317,1.764095578807,1.786471719472,1.795572920858,1.842341554094,1.854836646722,1.864715683078,1.868623695984,1.872196645091,1.851976450809,1.832135050226,1.823823339296,1.828410027768,1.800716158033,1.801551422877,1.79545213117,1.78012914028,1.773394721755,1.762704589353,1.7811637032,1.783155583547
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sinaloa<C1>,2.823013460764,2.768997469768,2.787735146094,2.82606393499,2.819743518638,2.835944409856,2.880069446503,2.887064841478,2.892159741261,2.866651799704,2.834862894576,2.795868705073,2.767999588294,2.737362591052,2.679134262988,2.676399939764,2.632171962472,2.512786138083,2.460126738786,2.404519984357,2.410570932607,2.474834990381,2.470438605482,2.455561469654,2.409137822337,2.420443496648,2.364446988834,2.307095739387,2.300217344715,2.299721452513,2.305029910678,2.305393227037,2.309772119992,2.302952897739,2.286042027155,2.288514057825,2.314368278162,2.314064026042,2.28179892077,2.328466046889
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sonora<C1>,2.158144935017,2.130650510836,2.136722160343,2.153948455737,2.154957554695,2.168450804792,2.197541807363,2.213165452854,2.230795080642,2.235871245022,2.239823150742,2.240684536818,2.248746490039,2.253724312116,2.272810310059,2.315033678211,2.313741789347,2.34240362342,2.443166754556,2.450528317196,2.507562794372,2.536926394888,2.424598547379,2.490351881541,2.48521998985,2.494890193898,2.457344371167,2.429242500234,2.432183624722,2.460036089003,2.495781385664,2.517832452605,2.526617736911,2.531662823236,2.522720954028,2.508246267135,2.519949271151,2.452275929134,2.455578752181,2.42356341815
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tabasco<C1>,1.742088387982,1.742581005461,1.734255770088,1.72311413261,1.717053122397,1.707842585351,1.694489191479,1.685620401785,1.676492383403,1.670924282914,1.667141346453,1.66291718068,1.656688102325,1.65903403228,1.657320362335,1.699737551189,1.654634483067,1.668444188424,1.613990621347,1.599195101744,1.598715619395,1.601966148183,1.596318207393,1.60542296574,1.601413756387,1.630391861403,1.631596436988,1.620503423184,1.632180317643,1.634202708966,1.613291885182,1.624688165901,1.637161847928,1.656517335346,1.635335921316,1.621096380439,1.558193290967,1.502602272208,1.451894051138,1.472361786285
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tamaulipas<C1>,2.507276341013,2.442090659749,2.456206285626,2.495064169058,2.4931249202,2.518979217386,2.579313270925,2.605837145159,2.63528242093,2.635153314667,2.630471112038,2.619953650931,2.624997820292,2.618878559457,2.664617239237,2.657888341156,2.659017160916,2.677047321302,2.718511688879,2.737480182297,2.771793389319,2.76983669273,2.855807889268,2.889546013355,2.862871131414,2.880851635095,2.845332638162,2.831051400101,2.793147448572,2.755148035989,2.74203277118,2.759019876425,2.742985161018,2.753489827469,2.699816269377,2.698524580949,2.705507644152,2.672746836368,2.649415304197,2.66201982776
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tlaxcala<C1>,0.502239018316,0.496743383579,0.497763727757,0.500907448788,0.500839504865,0.503154238148,0.508432582281,0.511055842304,0.514013212693,0.514513608144,0.514827101615,0.514478983045,0.515479298835,0.515858501855,0.523962463568,0.542495458079,0.559437809319,0.581891410533,0.570917325137,0.568612982761,0.570141573794,0.574371248817,0.574695452778,0.578370708461,0.569513019203,0.563540391111,0.574894398994,0.563108276324,0.574087155303,0.582595138491,0.570590902643,0.569156459253,0.559104309964,0.563923612667,0.552468639818,0.547837272875,0.537134120735,0.527988169964,0.51758045276,0.516024032303
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,5.65138512596,5.538042890823,5.546176833459,5.586348108692,5.554915231859,5.560190766124,5.609665089294,5.600776779841,5.589280972243,5.530893369329,5.464480221104,5.387391707314,5.328011466439,5.248792365501,5.275941168085,5.40998010071,5.273230449565,5.130646282336,5.043433279933,4.954861271894,4.859715438218,4.866621216583,4.830283467209,4.831537168069,4.813595953692,4.785248680364,4.773843814943,4.752699132767,4.676384226875,4.74002887938,4.732963571492,4.693828160856,4.6823679584,4.584655899726,4.569336374072,4.48890765256,4.355105961842,4.324025444752,4.272985676315,4.322139687404
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Yucatán<C1>,1.479996039939,1.459389778878,1.467546010217,1.484067778162,1.483899930282,1.4932779576,1.514621058698,1.522024339855,1.529417575931,1.524792162691,1.51809498323,1.508367407411,1.5036821154,1.487463312536,1.515766617157,1.51118369556,1.51610533467,1.506761352972,1.503187150724,1.483399298288,1.499079503756,1.528346651244,1.533105768597,1.508306566473,1.515766070321,1.536486524157,1.516369010049,1.505193992608,1.512750015875,1.519335101534,1.504923491545,1.496212536564,1.511401514448,1.534093635568,1.524544049769,1.514881564329,1.527155548668,1.533667795501,1.554966070779,1.564902688266
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Zacatecas<C1>,0.859644444927,0.836796540185,0.842994599241,0.857441060745,0.855074945213,0.862114644131,0.880844641477,0.885608666303,0.890298950582,0.88328649846,0.873952265191,0.862118755056,0.85522535507,0.84408842687,0.827679484788,0.901033175721,0.824005263932,0.804491270342,0.816365675364,0.784712108674,0.770619849796,0.774070887527,0.795492689673,0.804426139016,0.791185908439,0.796828258057,0.793959259552,0.793017932411,0.787420421436,0.808418346893,0.810732428367,0.80363934626,0.797149708927,0.797093331883,0.801178630183,0.794381307536,0.787481550473,0.784444696359,0.772767109397,0.771999531397
Valores constantes|Índice de volumen físico base 2013=100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,41.43214287318,44.952982120327,45.37570501164,44.890203246462,46.236277349978,46.548985239983,45.628861114403,46.184127546083,46.740467763065,48.509580017631,50.623558374638,53.098978366059,55.055283853859,57.480345855196,60.160541870556,58.004180890045,60.309918453107,64.278488127619,67.380846389332,69.764879301875,73.765785263271,74.007370689215,74.657561810753,75.495793265835,78.548816339505,80.668500790184,84.231144693028,86.807011602492,88.841757356502,85.180595233098,89.994227466221,94.0336568364,97.870238105975,100,102.734289537247,107.185213949416,110.875846901344,114.312307895704,117.658334135479,118.347058237102
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Aguascalientes<C1>,27.436559350597,30.181013073794,30.850622555614,30.934609688746,32.327393534027,33.051940447424,32.958858216873,33.947329704097,34.986609509116,36.938162915174,39.222103727611,41.813884458788,44.103572889223,46.544252234534,49.335265311141,48.590984735588,51.738847247521,57.04991932856,62.037719944223,62.718150372131,67.552738146976,69.908526789835,73.360826505592,75.046851424116,77.972032559803,79.662167832884,82.652757174041,86.848094145629,90.025044919745,84.759333686097,88.608008523525,93.464302805652,97.695329202142,100,104.44371848561,111.098638890063,118.699717266177,122.001569042394,127.040196735076,126.81530072814
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California<C1>,36.647094576471,39.860331077838,40.114784552917,39.568178154964,40.79256767304,41.097417000508,40.414987300285,41.074405857279,41.905998467234,43.974565943248,45.749091822111,48.590686631769,51.081435811903,50.885794642901,54.082872763417,52.039849731579,54.851008622898,60.934975564449,63.590203143969,68.627070343492,75.280548041022,74.161734204783,74.163057629389,77.152994882476,80.215527919593,83.469586979968,86.545748656494,88.902890683255,89.385158284965,83.942168095983,88.716421295273,93.497437913322,97.195856540516,100,101.817824074811,106.856948713509,113.224902001618,117.122122639801,119.159809971034,120.706309932616
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California Sur<C1>,31.244651666645,33.878109886829,34.42354048567,34.347714856119,35.544862332634,35.991378554547,35.588123172059,36.114968428256,36.687642958713,38.645255831668,39.94875997201,43.08134781384,46.961740397128,46.487117101316,48.740922373354,48.16684384751,52.912153156955,54.505050753013,54.839786962161,55.471876305364,59.055010836078,59.511437758946,59.573313576801,62.866908942515,67.871806750173,74.607841984752,80.659788184143,87.973912654348,87.384584046671,83.226426349415,90.41161786056,95.068848377537,100.219813568182,100,102.230548588539,107.999905214876,114.398839551506,120.148132750345,128.333103573666,133.525148903775
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Campeche<C1>,47.92588881137,50.194459836868,50.590817125148,50.459373259644,51.443304725903,51.826613982731,51.502896344866,52.072034230168,52.659128604453,53.959783090871,55.482440775332,57.199609563358,58.623143747952,59.995033966027,61.702020399465,63.091345237846,63.076571227621,66.38995226387,64.869750122705,65.445713051257,69.630758061708,71.467654303357,71.952950107856,75.143448816869,79.112633431107,82.323531027091,85.273796626699,86.578519585547,90.151958168269,86.214575994583,89.612544450526,94.621121894615,97.834574938226,100,101.539126124722,102.759437810987,99.286761947881,98.616715430058,100.755551479926,100.523914086587
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,35.659449077497,37.94530096521,38.522645234112,38.631138357565,39.810767343893,40.454447831259,40.453954219891,41.326824861614,42.246247842557,43.88397432685,45.77533538891,47.897218591667,49.776649706617,51.791141661663,53.760007754244,53.813422779951,56.981263642928,60.510457796463,64.660266263788,67.168531709701,69.828252973436,70.161287775818,72.412691061241,73.896075690263,77.096263586024,79.950363937408,83.623167217875,86.558079836172,88.041714690353,83.62511752587,89.95005525933,94.602650553046,98.544113989581,100,102.025211005483,105.684645343028,109.214542299382,113.041894212824,116.204105814298,117.23181192266
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Colima<C1>,37.970506681664,40.510139179583,41.789283584036,42.672103009303,44.25900032402,45.39603955579,45.992999342553,47.153243820665,48.273181974604,49.851680381585,51.547909452023,53.343910216179,54.878464772428,56.150181681721,59.479992630887,56.965156290391,60.660730833089,63.610020501833,67.524712638645,69.291692654791,70.149975398449,70.10964474842,70.052258428829,71.23585573015,73.209101179026,75.949916627178,80.097905089586,83.948479131171,86.084881349819,83.799160530875,90.01921580571,94.401583905234,98.781897280661,100,104.657621664155,107.421762366212,111.234623220036,117.066243202139,122.236480418171,123.003996900561
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chiapas<C1>,47.08376012809,49.583135984979,50.26713837706,50.430284530134,51.664501321911,52.307046313559,52.251909923178,53.055023408523,53.866231409586,55.364452980028,57.071686899421,58.960645532285,60.553292758637,61.733356345955,65.006885600559,64.289268937902,64.833299572557,67.793310303735,70.9187345685,73.642777951636,76.863055937177,77.307144059581,78.568815895644,78.735564337241,81.283847559111,83.836271831397,84.825895086493,88.828408443439,89.239273279352,87.7411684043,90.338179585622,94.661950442489,97.377957112296,100,104.326547552774,104.556138097608,107.212632299922,108.131071912645,106.099289028976,105.798693701993
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chihuahua<C1>,36.465891830179,39.539535308634,39.881035371524,39.453386760053,40.701310207537,41.072006285689,40.390593563822,41.07042618107,41.795717251861,43.637369716283,45.855058651348,48.411882294538,50.553310916568,53.159367899758,55.550235225446,54.057425527437,56.656763704478,59.172377082037,64.353052998007,68.088557468593,74.246398817484,73.451648068711,74.373280488509,76.497619931401,79.132598630146,81.975588709025,87.288814772476,90.308577182828,93.544974510488,86.023260077383,90.780758006113,94.782481484194,98.726230143909,100,101.288380733527,106.507341819926,111.315312815766,114.26107923028,118.078536309098,119.55554726595
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Ciudad de México<C1>,46.504457450288,51.864131430208,51.96028990954,50.467899418808,52.024240181418,51.776156989824,49.364115180072,49.408492483294,49.386452676669,51.371679033819,53.94166687084,57.024890104965,59.13779497702,62.98121540298,65.914933191197,62.775102130659,65.429734185206,69.750319556853,72.103554665185,74.657891819354,79.026541861074,77.911295802672,78.404906460775,77.408674375645,80.951077882461,82.16899460875,85.826062036401,87.678239198871,89.945669224751,86.645162836349,90.785270660807,93.851734369421,97.657841603801,100,102.672253621355,108.513299002827,111.581570642679,115.155569972148,118.516137684541,119.160048860103
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Durango<C1>,43.802500149779,46.658785839522,47.036230029804,46.712231580285,47.879184691243,48.247377789584,47.667570812855,48.288633707648,48.936992421557,50.555893810854,52.485296421119,54.690297298136,56.50691743114,58.630970125821,60.938577549649,59.595555036644,62.127486777967,65.559779034876,70.213478894193,70.225078624808,71.789498454211,73.109797910605,74.909640119621,76.983262498223,80.215911445044,82.609198615251,85.252850848542,87.097040191948,89.014499302356,86.151991479576,91.343199360174,94.548633693211,97.830785410758,100,101.616650197022,103.797291278836,108.392223741263,108.822452299988,110.593267211741,110.749174231996
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guanajuato<C1>,37.518300262741,40.792874708375,41.494556620315,41.432614359009,42.892997054219,43.484916459885,43.031062266969,43.811188583987,44.582183996271,46.368822090807,48.470462552721,50.852534174953,52.784527290816,55.188778432563,57.671030635758,56.050582519808,58.334597607529,61.873614876737,64.838785093685,66.224014600235,69.766617551577,70.52238793489,72.465501107029,73.266340646877,75.22583751848,76.955194354637,80.42462120509,83.194775607941,85.960580746708,82.712821325086,89.156754929703,94.197959977723,97.912568468419,100,101.686150709911,105.559053988589,108.352301193351,114.112156945729,118.820234356872,118.302063532925
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guerrero<C1>,67.746000583047,69.894086243923,70.620259385747,70.913102925753,71.9754018177,72.549462190663,72.558600215835,73.169757559531,73.742961449824,74.782440292233,75.928596130696,77.159703477623,78.120573364097,78.191393209862,81.090394778298,78.144906271835,79.948585242818,82.261900333975,85.354718325362,87.787320778816,90.07155102038,89.217846945896,87.740480036899,86.630859422618,91.23595036164,92.209668693638,93.032130739446,94.181377992136,94.224338945911,92.227399271204,96.951157963667,98.938457537153,100.628740854569,100,102.405581962164,105.916719711634,107.192020599993,108.067392902493,110.839885772335,110.931915769528
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Hidalgo<C1>,43.135266441641,45.937231557908,46.795313398603,47.067171751615,48.450637524275,49.169255159949,49.097602372441,49.915796201623,50.705606075314,52.213073760818,53.920744245763,55.800777106038,57.321032992313,58.669440299461,59.592680903252,55.67858212385,58.870427969278,62.753252257353,67.703595686895,69.167204677446,72.497224359505,71.99443155559,72.336091508445,72.223039055994,74.178941566822,75.460355519588,79.094167752012,80.812304327839,84.378190351134,79.948191086769,86.657855695683,91.769769014239,95.123618329056,100,104.570375578662,110.740867431549,116.161995475468,119.533371948495,123.876840463983,122.981916047139
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Jalisco<C1>,43.287751992358,46.755058592694,47.482791048248,47.388203661344,48.88376753516,49.44534564946,48.88888892647,49.613055533379,50.308243047659,52.047526234628,54.092774271094,56.406315443571,58.221394053507,60.478711998128,62.814956129784,59.22214623172,61.610754867635,65.534227813823,68.641454728988,72.031054762763,75.165327334643,75.422092420521,75.585490816151,75.857027868967,78.851886274666,80.712859696584,84.038276760857,86.479579981096,88.879534331346,85.381168380641,90.141631360258,93.927371442359,97.846107655049,100,102.990668064634,105.647382273597,112.150812207508,114.812068822441,119.065823541223,120.275935342785
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|México<C1>,34.664632186616,38.086631855199,38.36080765943,37.732002207442,39.013358532553,39.26600331594,38.281691637308,38.849861094962,39.450153637587,41.327566884449,43.626304138288,46.304524751695,48.48037416209,51.11706529282,53.767282949746,51.279984645329,54.433418614558,58.528177103832,61.917022149352,64.038539351615,68.494901899242,70.468747859509,70.799615053082,72.263558709832,74.411006652704,76.963598867323,81.287133333101,84.173270357441,86.106554083749,82.940202727562,88.279880733341,93.023726674394,97.95995852037,100,104.326444313015,108.658949483558,112.444286011696,117.135274557438,121.705875586764,121.534253384579
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,44.543995534423,46.904449048349,47.885537973982,48.462384469524,49.851223045579,50.78060899905,51.162142962754,52.197598773509,53.230769583103,54.795004959629,56.521003071058,58.389574201703,60.021812516915,61.203636428857,64.571860541103,63.652616939229,65.096580621602,71.473966777403,72.713833774352,75.327777293569,77.251192825674,76.673377381492,76.709312772124,79.02043499162,80.585739114122,82.840337076596,85.877165645436,86.833530278009,88.644920318169,87.570420290597,91.192578923759,94.709984149758,98.008335017861,100,104.467124389734,108.327584350726,112.16554856077,116.558047603719,119.663593994155,120.516899786286
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Morelos<C1>,47.254738121027,49.780472688421,50.258903964212,50.18037095605,51.370840713771,51.924810619724,51.723324394037,52.547283780761,53.424191784375,55.130686310939,57.120226039128,59.362966114797,61.316727930599,62.983396897223,64.541299779851,60.859401948727,62.682313934946,66.571351729898,70.873277839855,73.909512290974,78.339453463999,80.112649797251,80.40302548894,82.917287980705,85.17674320309,87.102146546722,89.744792371808,89.6296476475,89.345789424865,84.801580559401,88.284059632381,92.217620719114,96.121192303794,100,100.659154707208,105.129126773701,109.043318341437,110.780235482475,111.399274502612,110.452657844663
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nayarit<C1>,51.430156642926,54.957227792344,55.624842383818,55.442023341793,56.88898858465,57.379565708828,56.770068058063,57.471955781703,58.19542903267,59.948303699494,61.99069215998,64.249756478439,66.079250731475,67.486699399652,68.932275136936,64.688526998395,66.356691354843,68.237131468284,74.271734092648,75.544483715751,77.259607470566,78.407992328965,77.265050370046,76.240596557847,78.991867122144,81.841283899937,85.726091157108,84.881880848666,89.821201019811,87.579684898421,93.858243471389,96.595286997892,96.108107335316,100,103.328428075236,110.561018765139,115.840714256197,120.205376152344,121.620333237438,120.828411442667
